cusip,issuer,class,put_call,value_usd,shares,sh_type
00724F101,ADOBE INC,COM,,17861,34495,SH
03076K108,AMERIS BANCORP,COM,,9608,154000,SH
03940C100,ARCELLX INC,COMMON STOCK,,6188,74100,SH
042068205,ARM HOLDINGS PLC,SPONSORED ADS,,3090,21610,SH
82835W108,ARS PHARMACEUTICALS INC,COM,,7785,536900,SH
04351P101,ASCENDIS PHARMA A/S,SPONSORED ADR,,39573,265040,SH
052769106,AUTODESK INC,COM,,10027,36400,SH
05961W105,BANCO MACRO SA,SPON ADR B,,26932,424130,SH
06738E204,BARCLAYS PLC,ADR,,24394,2007755,SH
088786108,BICYCLE THERAPEUTICS PLC,SPONSORED ADS,,4304,190200,SH
11135F101,BROADCOM INC,COM,,41397,239980,SH
133131102,CAMDEN PPTY TR,SH BEN INT,,35937,290915,SH
H1467J104,CHUBB LIMITED,COM,,10036,34800,SH
172967424,CITIGROUP INC,COM NEW,,20495,327400,SH
174610105,CITIZENS FINL GROUP INC,COM,,9799,238600,SH
19247G107,COHERENT CORP,COM,,264821,2978530,SH
21874C102,CORE & MAIN INC,CL A,,21099,475195,SH
22266T109,COUPANG INC,CL A,,287139,11696092,SH
G25508105,CRH PLC,ORD,,15070,162500,SH
22663K107,CRINETICS PHARMACEUTICALS IN,COM,,15790,309000,SH
234264109,DAKTRONICS INC,COM,,33157,2568355,SH
254709108,DISCOVER FINL SVCS,COM,,39964,284865,SH
31946M103,FIRST CTZNS BANCSHARES INC N,CL A,,9542,5183,SH
320517105,FIRST HORIZON CORPORATION,COM,,9624,619700,SH
Y2573F102,FLEX LTD,ORD,,11664,348900,SH
G3643J108,FLUTTER ENTMT PLC,SHS,,61820,260953,SH
35671D857,FREEPORT-MCMORAN INC,CL B,,68737,1376935,SH
36828A101,GE VERNOVA INC,COM,,7458,29250,SH
37950E259,GLOBAL X FDS,GB MSCI AR ETF,,18697,282000,SH
399909100,GRUPO FINANCIERO GALICIA S.A,SPONSORED ADR,,14953,355263,SH
446150104,HUNTINGTON BANCSHARES INC,COM,,9867,671200,SH
G4701H109,IHS HOLDING LIMITED,ORD SHS,,2303,770310,SH
457669307,INSMED INC,COM PAR $.01,,1460,20000,SH
00534A102,INVIVYD INC,COM,,583,571425,SH
G65163100,JOBY AVIATION INC,COMMON STOCK,,113,22492,SH
493267108,KEYCORP,COM,,9780,583900,SH
49456B101,KINDER MORGAN INC DEL,COM,,57699,2612000,SH
55261F104,M & T BK CORP,COM,,10010,56200,SH
58733R102,MERCADOLIBRE INC,COM,,98720,48110,SH
594918104,MICROSOFT CORP,COM,,18544,43095,SH
59522J103,MID-AMER APT CMNTYS INC,COM,,37933,238720,SH
632307104,NATERA INC,COM,,452812,3566850,SH
N62509109,NEWAMSTERDAM PHARMA COMPANY,ORDINARY SHARES,,4773,287535,SH
67080M103,NURIX THERAPEUTICS INC,COM,,993,44200,SH
G6700G107,NVENT ELECTRIC PLC,SHS,,31692,451065,SH
69608A108,PALANTIR TECHNOLOGIES INC,CL A,,1552,41710,SH
697435105,PALO ALTO NETWORKS INC,COM,,14941,43712,SH
718172109,PHILIP MORRIS INTL INC,COM,,137745,1134635,SH
718172109,PHILIP MORRIS INTL INC,COM,Call,57325,472200,SH
G7997R103,SEAGATE TECHNOLOGY HLDNGS PL,ORD SHS,,179670,1640369,SH
G7997R103,SEAGATE TECHNOLOGY HLDNGS PL,ORD SHS,Call,28806,263000,SH
82686Q101,SILENCE THERAPEUTICS PLC,ADS,,7043,387400,SH
78464A698,SPDR SER TR,S&P REGL BKG,,116218,2053323,SH
85205L107,SPRINGWORKS THERAPEUTICS INC,COM,,22590,705066,SH
855244109,STARBUCKS CORP,COM,,5099,52305,SH
874039100,TAIWAN SEMICONDUCTOR MFG LTD,SPONSORED ADS,,9961,57355,SH
87807B107,TC ENERGY CORP,COM,,5485,115400,SH
878742204,TECK RESOURCES LTD,CL B,,53133,1017085,SH
88080T104,TERAWULF INC,COM,,13780,2944451,SH
881624209,TEVA PHARMACEUTICAL INDS LTD,SPONSORED ADS,,25732,1427950,SH
872657101,TPG INC,COM CL A,Put,12519,217500,SH
89680M101,TRISALUS LIFE SCIENCES INC,COM,,1968,426921,SH
89832Q109,TRUIST FINL CORP,COM,,9987,233500,SH
90400D108,ULTRAGENYX PHARMACEUTICAL IN,COM,,4746,85445,SH
912909108,UNITED STATES STL CORP,NEW COM,,23427,663090,SH
902973304,US BANCORP DEL,COM NEW,,9942,217400,SH
92243G108,VAXCYTE INC,COM,,4910,42965,SH
925050106,VERONA PHARMA PLC,SPONSORED ADS,,19738,686045,SH
92840M102,VISTRA CORP,COM,,46391,391355,SH
929740108,WABTEC,COM,,32655,179650,SH
958102105,WESTERN DIGITAL CORP.,COM,,4876,71405,SH
980745103,WOODWARD INC,COM,,181409,1057715,SH
983793100,XPO INC,COM,,4999,46500,SH
984245100,YPF SOCIEDAD ANONIMA,SPON ADR CL D,,9122,430100,SH
98980F104,ZOOMINFO TECHNOLOGIES INC,COMMON STOCK,,22092,2140726,SH
