cusip,issuer,class,put_call,value_usd,shares,sh_type
01609W102,ALIBABA GROUP HLDG LTD,SPONSORED ADS,,5387,47500,SH
02079K305,ALPHABET INC,CAP STK CL A,,2820,16000,SH
025816109,AMERICAN EXPRESS CO,COM,,66986,210000,SH
060505104,BANK AMERICA CORP,COM,,36334,767845,SH
084670108,BERKSHIRE HATHAWAY INC DEL,CL A,,21864,30,SH
084670702,BERKSHIRE HATHAWAY INC DEL,CL B NEW,,68299,140600,SH
233912104,DAILY JOURNAL CORP,COM,,4856,11500,SH
N3167Y103,FERRARI N V,COM,,24966,60000,SH
57636Q104,MASTERCARD INCORPORATED,CL A,,36948,65750,SH
595112103,MICRON TECHNOLOGY INC,COM,,24650,200000,SH
615369105,MOODYS CORP,COM,,13543,27000,SH
218937100,CORE NATURAL RESOURCES INC,COM SHS,,749,10740,SH
020764106,ALPHA METALLURGICAL RESOUR I,COM,,900,8000,SH
81752R100,SERITAGE GROWTH PPTYS,CL A,,1540,500000,SH
