cusip,issuer,class,put_call,value_usd,shares,sh_type
023135106,AMAZON COM INC,COM,,889971883,4053249,SH
032095101,AMPHENOL CORP NEW,CL A,,473148473,3823422,SH
03852U106,ARAMARK,COM,,123041318,3204201,SH
G0450A105,ARCH CAP GROUP LTD,ORD,,318270134,3507882,SH
101137107,BOSTON SCIENTIFIC CORP,COM,,518659766,5312504,SH
13646K108,CANADIAN PACIFIC KANSAS CITY,COM,,150939906,2026311,SH
14040H105,CAPITAL ONE FINL CORP,COM,,441707015,2077839,SH
144285103,CARPENTER TECHNOLOGY CORP,COM,,337453725,1374333,SH
12572Q105,CME GROUP INC,COM,,320117870,1184788,SH
G25508105,CRH PLC,ORD,,510875435,4260846,SH
29082A107,EMBRAER S.A.,SPONSORED ADS,,127973375,2117012,SH
31488V107,FERGUSON ENTERPRISES INC,COMMON STOCK NEW,,583958306,2600224,SH
31946M103,FIRST CTZNS BANCSHARES INC D,CL A,,84777557,47384,SH
G3643J108,FLUTTER ENTMT PLC,SHS,,358652572,1412018,SH
45841N107,INTERACTIVE BROKERS GROUP IN,COM CL A,,430346961,6254134,SH
45866F104,INTERCONTINENTAL EXCHANGE IN,COM,,174578808,1036199,SH
512816109,LAMAR ADVERTISING CO NEW,CL A,,88614574,723857,SH
57636Q104,MASTERCARD INCORPORATED,CL A,,261740766,460155,SH
30303M102,META PLATFORMS INC,CL A,,397422221,541167,SH
594918104,MICROSOFT CORP,COM,,937897645,1810788,SH
743315103,PROGRESSIVE CORP,COM,,639264154,2588638,SH
G7997R103,SEAGATE TECHNOLOGY HLDNGS PL,ORD SHS,,376039567,1592983,SH
89400J107,TRANSUNION,COM,,122741889,1465050,SH
92826C839,VISA INC,COM CL A,,813635875,2383373,SH
