cusip,issuer,class,put_call,value_usd,shares,sh_type
015271109,ALEXANDRIA REAL ESTATE EQ IN,COM,,5009440,94786,SH
03064D108,AMERICOLD REALTY TRUST INC,COM,,42213136,2685314,SH
12008R107,BUILDERS FIRSTSOURCE INC,COM,,21989710,245750,SH
133131102,CAMDEN PPTY TR,SH BEN INT,,20898776,182538,SH
171484108,CHURCHILL DOWNS INC,COM,,35714279,398419,SH
20464U100,COMPASS INC,CL A,,44318557,3594368,SH
29472R108,EQUITY LIFESTYLE PROPERTIES,COM,,19737426,306244,SH
31488V107,FERGUSON ENTERPRISES INC,COMMON STOCK NEW,,24563655,103500,SH
34964C106,FORTUNE BRANDS INNOVATIONS I,COM,,1647000,30000,SH
42250P103,HEALTHPEAK PROPERTIES INC,COM,,5502282,257116,SH
43283X105,HILTON GRAND VACATIONS INC,COM,,62117052,1186119,SH
437076102,HOME DEPOT INC,COM,,10404060,29500,SH
45378A106,INDEPENDENCE RLTY TR INC,COM,,85573736,5127246,SH
471024109,JANUS LIVING INC,CL A-1,,73820271,2568555,SH
46590V100,JBG SMITH PPTYS,COM,,59032359,4024019,SH
48251K100,KKR REAL ESTATE FIN TR INC,COM,,39762295,5813201,SH
546347105,LOUISIANA PAC CORP,COM,,7394040,94000,SH
548661107,LOWES COS INC,COM,,9756683,44250,SH
55305B101,M/I HOMES INC,COM,,8880432,55230,SH
59522J103,MID-AMER APT CMNTYS INC,COM,,5627487,40503,SH
65341D102,NEXPOINT RESIDENTIAL TR INC,COM,,12636704,452604,SH
73278L105,POOL CORP,COM,,28452760,132400,SH
78410G104,SBA COMMUNICATIONS CORP,CL A,Call,86465400,490000,SH
78410G104,SBA COMMUNICATIONS CORP,CL A,,158587249,898715,SH
83001C108,SIX FLAGS ENTERTAINMENT CORP,COM,,20861114,979395,SH
83193G107,SMARTRENT INC,COM CL A,,6676079,5610150,SH
83192D402,SMARTSTOP SELF STORAG REIT I,COMMON STOCK,,14457268,444839,SH
87266M107,TPG RE FIN TR INC,COM,,58833584,7029102,SH
81282V100,UNITED PARKS & RESORTS INC,COM,,37089636,776909,SH
98311A105,WYNDHAM HOTELS & RESORTS INC,COM,,2526300,30000,SH
983134107,WYNN RESORTS LTD,COM,,29776435,306689,SH
