cusip,issuer,class,put_call,value_usd,shares,sh_type
00287Y109,ABBVIE INC,COM,,299442,1429,SH
007903107,ADVANCED MICRO DEVICES INC,COM,,408597,3977,SH
02079K305,ALPHABET INC,CAP STK CL A,,1279351,8247,SH
02209S103,ALTRIA GROUP INC,COM,,2000894,33337,SH
023135106,AMAZON COM INC,COM,,2316417,12175,SH
031162100,AMGEN INC,COM,,246507,791,SH
032108847,AMPLIFY ETF TR,HIGH INCOME,,1425866,124966,SH
037833100,APPLE INC,COM,,3322402,14956,SH
03831W108,APPLOVIN CORP,COM CL A,,460517,1738,SH
00206R102,AT&T INC,COM,,227909,8059,SH
05329W102,AUTONATION INC,COM,,538545,3326,SH
053807103,AVNET INC,COM,,590606,12281,SH
060505104,BANK AMERICA CORP,COM,,503035,12055,SH
08265T208,BENTLEY SYS INC,COM CL B,,450915,11462,SH
084670702,BERKSHIRE HATHAWAY INC DEL,CL B NEW,,728036,1367,SH
110122108,BRISTOL-MYERS SQUIBB CO,COM,,201660,3307,SH
11135F101,BROADCOM INC,COM,,617078,3685,SH
12503M108,CBOE GLOBAL MKTS INC,COM,,1741790,7698,SH
125269100,CF INDS HLDGS INC,COM,,1385871,17734,SH
16119P108,CHARTER COMMUNICATIONS INC N,CL A,,647140,1756,SH
166764100,CHEVRON CORP NEW,COM,,271853,1625,SH
17275R102,CISCO SYS INC,COM,,1785282,28931,SH
12572Q105,CME GROUP INC,COM,,1776429,6697,SH
194162103,COLGATE PALMOLIVE CO,COM,,1725064,18410,SH
20825C104,CONOCOPHILLIPS,COM,,1720760,16386,SH
21037T109,CONSTELLATION ENERGY CORP,COM,,420202,2084,SH
23331A109,D R HORTON INC,COM,,564427,4440,SH
26740W109,D-WAVE QUANTUM INC,COM,,76570,10075,SH
25746U109,DOMINION ENERGY INC,COM,,359577,6413,SH
532457108,ELI LILLY & CO,COM,,276934,335,SH
26875P101,EOG RES INC,COM,,1607214,12533,SH
30161N101,EXELON CORP,COM,,330906,7181,SH
30231G102,EXXON MOBIL CORP,COM,,685346,5763,SH
316092303,FIDELITY COVINGTON TRUST,CONSMR STAPLES,,467385,5867,SH
33734X846,FIRST TR EXCHANGE TRADED FD,NASDAQ CYB ETF,,357923,5768,SH
33733E302,FIRST TR EXCHANGE-TRADED FD,DJ INTERNT IDX,,1964400,93408,SH
337345102,FIRST TR NASDAQ 100 TECH IND,SHS,,521509,3005,SH
Y2573F102,FLEX LTD,ORD,,505164,15271,SH
33939L662,FLEXSHARES TR,HIG YLD VL ETF,,967444,23959,SH
35137L105,FOX CORP,CL A COM,,1721506,30414,SH
364760108,GAP INC,COM,,543122,26352,SH
370334104,GENERAL MLS INC,COM,,1582729,26473,SH
375558103,GILEAD SCIENCES INC,COM,,1874995,16734,SH
37954Y483,GLOBAL X FDS,NASDAQ 100 COVER,,7451402,340314,SH
427866108,HERSHEY CO,COM,,1764766,10319,SH
45337C102,INCYTE CORP,COM,,507230,8377,SH
45784P101,INSULET CORP,COM,,586934,2235,SH
459200101,INTERNATIONAL BUSINESS MACHS,COM,,220305,885,SH
46138E669,INVESCO EXCH TRADED FD TR II,GLOBAL EX US HGH,,967856,63539,SH
46090E103,INVESCO QQQ TR,UNIT SER 1,,2913025,6213,SH
462260100,IOVANCE BIOTHERAPEUTICS INC,COM,,33467,10050,SH
46434G103,ISHARES INC,CORE MSCI EMKT,,581854,19400,SH
46429B747,ISHARES TR,0-5 YR TIPS ETF,,23047354,455294,SH
46641Q332,J P MORGAN EXCHANGE TRADED F,EQUITY PREMIUM,,1117388,19555,SH
466313103,JABIL INC,COM,,525084,3860,SH
478160104,JOHNSON & JOHNSON,COM,,2522317,15210,SH
46625H100,JPMORGAN CHASE & CO.,COM,,333470,1360,SH
494368103,KIMBERLY-CLARK CORP,COM,,1703594,11979,SH
516544103,LANTHEUS HLDGS INC,COM,,670220,6867,SH
G54950103,LINDE PLC,SHS,,529985,1138,SH
536797103,LITHIA MTRS INC,COM,,487403,1661,SH
539830109,LOCKHEED MARTIN CORP,COM,,1686370,3775,SH
571903202,MARRIOTT INTL INC NEW,CL A,,268216,1126,SH
571748102,MARSH & MCLENNAN COS INC,COM,,314445,1289,SH
580135101,MCDONALDS CORP,COM,,250294,801,SH
58933Y105,MERCK & CO INC,COM,,1699942,18938,SH
589889104,MERIT MED SYS INC,COM,,605296,5726,SH
30303M102,META PLATFORMS INC,CL A,,640401,1111,SH
594918104,MICROSOFT CORP,COM,,1971625,5251,SH
609207105,MONDELEZ INTL INC,CL A,,1893643,27909,SH
609839105,MONOLITHIC PWR SYS INC,COM,,560583,967,SH
64125C109,NEUROCRINE BIOSCIENCES INC,COM,,464742,4202,SH
67066G104,NVIDIA CORPORATION,COM,,1583985,14616,SH
68404L201,OPTION CARE HEALTH INC,COM NEW,,688935,19712,SH
68389X105,ORACLE CORP,COM,,363708,2601,SH
697435105,PALO ALTO NETWORKS INC,COM,,674881,3955,SH
713448108,PEPSICO INC,COM,,1799892,12005,SH
718172109,PHILIP MORRIS INTL INC,COM,,428220,2698,SH
72201R775,PIMCO ETF TR,ACTIVE BD ETF,,856252,9259,SH
693475105,PNC FINL SVCS GROUP INC,COM,,247034,1406,SH
74144T108,PRICE T ROWE GROUP INC,COM,,1295634,14104,SH
742718109,PROCTER AND GAMBLE CO,COM,,1698744,9968,SH
74834L100,QUEST DIAGNOSTICS INC,COM,,1664501,9837,SH
74915M100,QVC GROUP INC,COM SER A,,3017,15000,SH
808524805,SCHWAB STRATEGIC TR,INTL EQTY ETF,,583049,24001,SH
81369Y852,SELECT SECTOR SPDR TR,COMMUNICATION,,2101574,22485,SH
830566105,SKECHERS U S A INC,CL A,,487173,8580,SH
833034101,SNAP ON INC,COM,,1559293,4626,SH
78462F103,SPDR S&P 500 ETF TR,TR UNIT,,424444,759,SH
78464A631,SPDR SER TR,AEROSPACE DEF,,8571634,139337,SH
861896108,STONEX GROUP INC,COM,,486006,6363,SH
88033G407,TENET HEALTHCARE CORP,COM NEW,,569340,4233,SH
134429109,THE CAMPBELLS COMPANY,COM,,405867,10167,SH
889478103,TOLL BROTHERS INC,COM,,497493,4710,SH
902973304,US BANCORP DEL,COM NEW,,1490446,35303,SH
92189H409,VANECK ETF TRUST,HIGH YLD MUNIETF,,868407,10855,SH
921937835,VANGUARD BD INDEX FDS,TOTAL BND MRKT,,835698,11260,SH
92203J407,VANGUARD CHARLOTTE FDS,TOTAL INT BD ETF,,617486,12648,SH
