cusip,issuer,class,put_call,value_usd,shares,sh_type
02079K305,ALPHABET INC,CAP STK CL A,,284495797,1170283,SH
023135106,AMAZON COM INC,COM,,317844043,1447575,SH
03831W108,APPLOVIN CORP,COM CL A,,697992630,971404,SH
093712107,BLOOM ENERGY CORP,COM CL A,,395869887,4680973,SH
11135F101,BROADCOM INC,COM,,472071848,1430911,SH
146869102,CARVANA CO,CL A,,214163298,567711,SH
15101Q207,CELESTICA INC,COM,,737497877,2993335,SH
16935C109,CHIME FINL INC,COM SHS CL A,,28207059,1398466,SH
171779309,CIENA CORP,COM NEW,,194877326,1337800,SH
19247G107,COHERENT CORP,COM,,49486353,459398,SH
219350105,CORNING INC,COM,,215106121,2622286,SH
22266T109,COUPANG INC,CL A,,24818214,770752,SH
26603R106,DUOLINGO INC,CL A COM,,279411511,868169,SH
G3323L100,FABRINET,SHS,,248670840,682000,SH
42824C109,HEWLETT PACKARD ENTERPRISE C,COM,,46860898,1908017,SH
433313103,HINGE HEALTH INC,CL A,,8517540,173544,SH
443573100,HUBSPOT INC,COM,,69817279,149246,SH
453204109,IMPINJ INC,COM,,221343739,1224585,SH
M6191J100,JFROG LTD,ORD SHS,,137654430,2908397,SH
49845K101,KLAVIYO INC,COM SER A,,84647416,3056967,SH
58733R102,MERCADOLIBRE INC,COM,,142413124,60940,SH
30303M102,META PLATFORMS INC,CL A,,535966680,729822,SH
594918104,MICROSOFT CORP,COM,,155648637,300509,SH
60937P106,MONGODB INC,CL A,,171360798,552100,SH
64110L106,NETFLIX INC,COM,,276613623,230719,SH
G6683N103,NU HLDGS LTD,ORD SHS CL A,,198822731,12418659,SH
67066G104,NVIDIA CORPORATION,COM,,594546686,3186551,SH
679295105,OKTA INC,CL A,,39876112,434854,SH
771049103,ROBLOX CORP,CL A,,515236222,3719580,SH
81141R100,SEA LTD,SPONSORD ADS,,207468890,1160795,SH
816850101,SEMTECH CORP,COM,,250429749,3504965,SH
82509L107,SHOPIFY INC,CL A SUB VTG SHS,,113755902,765466,SH
82982T106,SITIME CORP,COM,,144779756,480501,SH
874039100,TAIWAN SEMICONDUCTOR MFG LTD,SPONSORED ADS,,202988810,726803,SH
87305R109,TTM TECHNOLOGIES INC,COM,,116138016,2016285,SH
92537N108,VERTIV HOLDINGS CO,COM CL A,,96545120,639965,SH
