cusip,issuer,class,put_call,value_usd,shares,sh_type
003881307,ACACIA RESH CORP,ACACIA TCH COM,,284835953,61123595,SH
015857105,ALGONQUIN POWER & UTILITIES,COM,,335130001,57189420,SH
090043100,BILL HOLDINGS INC,COM,,254051048,7025748,SH
G1143H101,BITCOIN INFRASTRUCTURE ACQUI,USD CL A ORD SHS,,2998500,300000,SH
G1143H119,BITCOIN INFRASTRUCTURE ACQUI,*W EXP 11/06/203,,47460,149999,SH
094235108,BLOOMIN BRANDS INC,COM,,38214267,4180992,SH
143130102,CARMAX INC,COM,,169588506,3206438,SH
268150109,DYNATRACE INC,COM NEW,,389336446,8866692,SH
34354P105,FLOWSERVE CORP,COM,,106909056,1441600,SH
343412102,FLUOR CORP,COM,,83107672,1586327,SH
20459V105,GPGI INC,COM CL A,,79678394,5027028,SH
42226K105,HEALTHCARE RLTY TR,CL A COM,,39054505,1936267,SH
464287507,ISHARES TR,CORE S&P MCP ETF,,684565693,8877781,SH
49177J102,KENVUE INC,COM,,521848848,27307632,SH
513272104,LAMB WESTON HLDGS INC,COM,,247593343,5733982,SH
57667L107,MATCH GROUP INC NEW,COM,,295843506,7775125,SH
65249B208,NEWS CORP NEW,CL B,,68216133,2431081,SH
65249B109,NEWS CORP NEW,CL A,,50655683,2040100,SH
74736K101,QORVO INC,COM,,523387030,5611526,SH
767292105,RIOT PLATFORMS INC,COM,,276937091,10114576,SH
767292105,RIOT PLATFORMS INC,COM,Put,1918518,2423400,SH
896945201,TRIPADVISOR INC,COM,,69879815,5096996,SH
