cusip,issuer,class,put_call,value_usd,shares,sh_type
00827B106,AFFIRM HLDGS INC,COM CL A,,24652766,356563,SH
12510Q100,CCC INTELLIGENT SOLUTIONS HL,COM,,10142116,1077802,SH
185123106,CLEARWATER ANALYTICS HLDGS I,CL A,,14633472,667281,SH
19247G107,COHERENT CORP,COM,,39737703,445440,SH
G25457105,CREDO TECHNOLOGY GROUP HOLDI,ORDINARY SHARES,,17621729,190320,SH
256163106,DOCUSIGN INC,COM,,25385520,325915,SH
N14506104,ELASTIC N V,ORD SHS,,15546657,184355,SH
Y2573F102,FLEX LTD,ORD,,64991647,1301916,SH
40171V100,GUIDEWIRE SOFTWARE INC,COM,,35484199,150708,SH
45867G101,INTERDIGITAL INC,COM,,53046316,236571,SH
464287655,ISHARES TR,RUSSELL 2000 ETF,Put,64737000,300000,SH
M6191J100,JFROG LTD,ORD SHS,,9512482,216784,SH
565394103,MAPLEBEAR INC,COM,,20538417,453988,SH
573874104,MARVELL TECHNOLOGY INC,COM,,54967467,710174,SH
60471A101,MIRION TECHNOLOGIES INC,COM CL A,,11957267,555377,SH
63947X101,NCINO INC,COM,,34655753,1239033,SH
63001N106,NCR ATLEOS CORPORATION,COM SHS,,8769152,307366,SH
M7S64L123,PAGAYA TECHNOLOGIES LTD,CL A NEW,,4352926,204171,SH
69608A108,PALANTIR TECHNOLOGIES INC,CL A,,18813250,138008,SH
705573103,PEGASYSTEMS INC,COM,,74296943,1372565,SH
705573103,PEGASYSTEMS INC,COM,Put,37891000,700000,SH
M87915274,TOWER SEMICONDUCTOR LTD,SHS NEW,,63616298,1467504,SH
91332U101,UNITY SOFTWARE INC,COM,,9813923,405534,SH
M98068105,WIX COM LTD,SHS,,36802018,232248,SH
