cusip,issuer,class,put_call,value_usd,shares,sh_type
023135106,AMAZON COM INC,COM,,447111000,2350000,SH
03769M106,APOLLO GLOBAL MGMT INC,COM,,205410000,1500000,SH
03769M304,APOLLO GLOBAL MGMT INC,SER A MAND CNV,,65781000,900000,SH
00206R102,AT&T INC,COM,,105637713,3775000,SH
051774115,AURORA INNOVATION INC,*W EXP 11/03/202,,2587167,1835000,SH
051774107,AURORA INNOVATION INC,CLASS A COM,,6943314,1032463,SH
11271J107,BROOKFIELD CORP,CL A LTD VT SH,,222218400,4240000,SH
14040H105,CAPITAL ONE FINL CORP,COM,,188265000,1050000,SH
144285103,CARPENTER TECHNOLOGY CORP,COM,,157626600,870000,SH
147528103,CASEYS GEN STORES INC,COM,,130212000,300000,SH
219948106,CORPAY INC,COM SHS,,212719200,610000,SH
22160N109,COSTAR GROUP INC,COM,,156479250,1975000,SH
G25508105,CRH PLC,ORD,,238838550,2715000,SH
254709108,DISCOVER FINL SVCS,COM,,126318000,740000,SH
26884L109,EQT CORP,COM,,157618500,2950000,SH
G3643J108,FLUTTER ENTMT PLC,SHS,,214903500,970000,SH
343928115,FLYEXCLUSIVE INC,*W EXP 99/99/999,,36750,367499,SH
343928107,FLYEXCLUSIVE INC,COM CL A,,3178420,1022000,SH
34959J108,FORTIVE CORP,COM,,139042000,1900000,SH
H33700115,GLOBAL BLUE GROUP HOLDING AG,*W EXP 08/28/202,,29600,1333333,SH
42806J148,HERTZ GLOBAL HLDGS INC,*W EXP 06/30/205,,8972200,3970000,SH
42809H107,HESS CORP,COM,,99831250,625000,SH
45866F104,INTERCONTINENTAL EXCHANGE IN,COM,,189750000,1100000,SH
46982L108,JACOBS SOLUTIONS INC,COM,,169246000,1400000,SH
49177J102,KENVUE INC,COM,,213422000,8900000,SH
538034109,LIVE NATION ENTERTAINMENT IN,COM,,274218000,2100000,SH
50212V100,LPL FINL HLDGS INC,COM,,204462500,625000,SH
594918104,MICROSOFT CORP,COM,,118247850,315000,SH
64107A113,NET POWER INC,*W EXP 06/08/202,,152500,500000,SH
67066G104,NVIDIA CORPORATION,COM,,157151000,1450000,SH
69331C108,PG&E CORP,COM,,877898000,51100000,SH
69331CAL2,PG&E CORP,NOTE 4.250%12/0,,10577312,10000000,PRN
69331C306,PG&E CORP,PFD CONV SER A,,6263600,140000,SH
72352L106,PINTEREST INC,CL A,,31000000,1000000,SH
741623102,PRIMO BRANDS CORPORATION,CLASS A COM SHS,,98484750,2775000,SH
74935Q107,RB GLOBAL INC,COM,,95285000,950000,SH
G7997W102,SEADRILL LTD,COM,,25625000,1025000,SH
G8068L108,SHARKNINJA INC,COM SHS,,45875500,550000,SH
586001109,SOHO HOUSE & CO INC,COM CL A,,32136000,5200000,SH
78462F953,SPDR S&P 500 ETF TR,PUT,Put,184478085,330000,SH
874039100,TAIWAN SEMICONDUCTOR MFG LTD,SPONSORED ADS,,295480000,1780000,SH
87422Q109,TALEN ENERGY CORP,COM,,116806950,585000,SH
879433829,TELEPHONE & DATA SYS INC,COM NEW,,261882400,6760000,SH
912909108,UNITED STATES STL CORP NEW,COM,,153192500,3625000,SH
92840M102,VISTRA CORP,COM,,99824000,850000,SH
