cusip,issuer,class,put_call,value_usd,shares,sh_type
02079K107,ALPHABET INC,CAP STK CL C,,271565,1425988,SH
G21810109,CLARIVATE PLC,ORD SHS,,184298,36279205,SH
G25508105,CRH PLC,ORD,,244383,2641402,SH
256677105,DOLLAR GEN CORP NEW,COM,,156250,2060800,SH
26969P108,EAGLE MATLS INC,COM,,157488,638223,SH
31488V107,FERGUSON ENTERPRISES INC,COMMON STOCK NEW,,196481,1132000,SH
36165L108,GDS HLDGS LTD,SPONSORED ADS,,100979,4249952,SH
372460105,GENUINE PARTS CO,COM,,36819,315337,SH
G4412G101,HERBALIFE LTD,COM SHS,,50848,7600526,SH
42703MAF0,HERBALIFE LTD,NOTE 4.250% 6/1,,13104,17129000,PRN
444859102,HUMANA INC,COM,,87784,346000,SH
530307107,LIBERTY BROADBAND CORP,COM SER A,,562,7560,SH
530307305,LIBERTY BROADBAND CORP,COM SER C,,12755,170610,SH
G61188101,LIBERTY GLOBAL LTD,COM CL A,,66370,5201444,SH
G61188127,LIBERTY GLOBAL LTD,COM CL C,,518423,39453843,SH
76131D103,RESTAURANT BRANDS INTL INC,COM,,189133,2901700,SH
83444M101,SOLVENTUM CORP,COM SHS,,95543,1446300,SH
867975104,SUNRISE COMMUNICATIONS AG,ADS CL A,,100603,2335263,SH
87507T101,TAMBORAN RES CORP,COM,,11982,570833,SH
92552V100,VIASAT INC,COM,,104014,12222590,SH
95082P105,WESCO INTL INC,COM,,259799,1435671,SH
G96629103,WILLIS TOWERS WATSON PLC LTD,SHS,,575343,1836748,SH
