cusip,issuer,class,put_call,value_usd,shares,sh_type
02079K305,ALPHABET INC,CAP STK CL A,,113117574,361398,SH
02079K107,ALPHABET INC C,CAP STK CL C,,200677297,639507,SH
031100100,AMETEK INC,COM,,201092522,979458,SH
032654105,ANALOG DEVICES INC,COM,,47933786,176747,SH
037833100,APPLE INC,COM,,4490583,16518,SH
040413205,ARISTA NETWORKS INC,COM,,54922273,419158,SH
06417N103,BANK OZK LITTLE ROCK ARK,COM,,58171213,1264042,SH
084670108,BERKSHIRE HATHAWAY INC DEL,CL A,,8302800,11,SH
084670702,BERKSHIRE HATHAWAY INC DEL,CL B NEW,,254332858,505984,SH
M2029K104,BIRKENSTOCK HLDG PLC,COM,,1120333,27392,SH
09857L108,BOOKING HOLDINGS INC.,COM,,114845052,21445,SH
109194100,BRIGHT HORIZONSFAMILY SOLUTION,COM,,41593874,410196,SH
115236101,BROWN & BROWN,COM,,61569844,772520,SH
12008R107,BUILDERS FIRSTSOURCE INC,COM,,9258454,89984,SH
14040H105,CAPITAL ONE FC,COM,,2005287,8274,SH
217204106,COPART INC,COM,,1075999,27484,SH
22160K105,COSTCO WHSL CORP NEW,COM,,206962,240,SH
254687106,DISNEY WALT CO,COM,,61938550,544419,SH
26154D100,DREAM FINDERS HOMES,COM,,550654,32202,SH
31488V107,FERGUSON ENTERPRISES INC,COM,,8097944,36374,SH
33829M101,FIVE BELOW INC,COM,,120126025,637747,SH
339750101,FLOOR & DECOR HLDGS INC,CL A,,14362490,235876,SH
422806208,HEICO CORP NEW,CL A,,190466513,754532,SH
45780R101,INSTALLED BLDG PRODS INC,COM,,134684626,519236,SH
46120E602,INTUITIVE SURGICAL INC,COM NEW,,229376,405,SH
464288752,ISHARES TR,US HOME CONS ETF,,1126517,11698,SH
46625H100,JPMORGAN CHASE & CO,COM,,16703240,51838,SH
49338L103,KEYSIGHT TECHNOLOGIES INC,COM,,67874807,334046,SH
49714P108,KINSALE CAPITAL GROUP IN,COM,,83802936,214264,SH
537008104,LITTELFUSE INC,COM,,20634478,81585,SH
550021109,LULULEMON ATHLETICA INC,COM,,29973891,144237,SH
55261F104,M & T BK CORP,COM,,1519159,7540,SH
570535104,MARKEL CORP,COMMON STOCK,,94537308,43978,SH
57636Q104,MASTERCARD INCORPORATED,CL A,,16417938,28759,SH
58506Q109,MEDPACE HOLDINGS INC,COM,,147893678,263320,SH
30303M102,META PLATFORMS INC,CL A,,206904550,313449,SH
594918104,MICROSOFT CORP,COM,,824088,1704,SH
670100205,NOVO-NORDISK A S,ADR,,630912,12400,SH
62944T105,NVR INC,COM,,102915570,14112,SH
679580100,OLD DOMINION FREIGHT LINE IN,COM,,823984,5255,SH
743315103,PROGRESSIVE CORP,COM,,122247383,536832,SH
761152107,RESMED INC,COM,,56697908,235388,SH
808513105,SCHWAB CHARLES CORP,COM,,158423391,1585661,SH
82982L103,SITEONE LANDSCAPE SUPPLY INC,COM,,467474,3753,SH
78463V107,SPDR GOLD TR,GOLD SHS,,1536098,3876,SH
78462F103,SPDR S&P 500 ETF,ETF,,1687070,2474,SH
874039100,TAIWAN SEMICONDUCTOR MFG LTD,SPONSORED ADS,,4836769,16069,SH
87318A101,TWFG INC,COM CL A,,9537571,331511,SH
92826C839,VISA INC,COM CL A,,142859965,407345,SH
98850P109,YUM CHINA HLDGS INC,COM,,1720359,36036,SH
