cusip,issuer,class,put_call,value_usd,shares,sh_type
009066101,AIRBNB INC,COM CL A,,471388540,3473243,SH
03027X100,AMERICAN TOWER CORP NEW,COM,,44817227,255267,SH
084670702,BERKSHIRE HATHAWAY INC DEL,CL B NEW,,5982540,11902,SH
11271J107,BROOKFIELD CORP,CL A LTD VT SH,,1231854338,26843633,SH
12510Q100,CCC INTELLIGENT SOLUTIONS HL,COM,,197454023,24836984,SH
143130102,CARMAX INC,COM,,5819184,150600,SH
217204106,COPART INC,COM,,308030908,7867967,SH
22160N109,COSTAR GROUP INC,COM,,646701208,9617805,SH
235851102,DANAHER CORPORATION,COM,,15913603,69516,SH
303250104,FAIR ISAAC CORP,COM,,469054066,277445,SH
38267D109,GOOSEHEAD INS INC,COM CL A,,27331220,371096,SH
48251W104,KKR & CO L P DEL,COM UNITS,,1033359070,8106049,SH
57636Q104,MASTERCARD INCORPORATED,CL A,,1715654246,3005280,SH
615369105,MOODYS CORP,COM,,886442756,1735231,SH
67103H107,OREILLY AUTOMOTIVE INC,COM,,612914691,6719819,SH
776696106,ROPER TECHNOLOGIES INC,COM,,491936755,1105153,SH
H82027105,SOPHIA GENETICS SA,ORDINARY SHARES,,17368384,3719140,SH
92826C839,VISA INC,COM CL A,,938720206,2676628,SH
