cusip,issuer,class,put_call,value_usd,shares,sh_type
02079K107,ALPHABET INC,CAP STK CL C,,1121819859,6324031,SH
02079K305,ALPHABET INC,CAP STK CL A,,945117965,5362980,SH
023135106,AMAZON COM INC,COM,,1277577297,5823316,SH
11271J107,BROOKFIELD CORP,CL A LTD VT SH,,2545770554,41160397,SH
169656105,CHIPOTLE MEXICAN GRILL INC,COM,,1209537089,21541177,SH
42806J700,HERTZ GLOBAL HLDGS INC,COM NEW,,104096897,15241127,SH
43300A203,HILTON WORLDWIDE HLDGS INC,COM,,807164145,3030578,SH
44267T102,HOWARD HUGHES HOLDINGS INC,COM,,1272514320,18852064,SH
76131D103,RESTAURANT BRANDS INTL INC,COM,,1524730589,23000914,SH
812215200,SEAPORT ENTMT GROUP INC,COMMON STOCK,,93693497,5023780,SH
90353T100,UBER TECHNOLOGIES INC,COM,,2827098321,30301161,SH
