cusip,issuer,class,put_call,value_usd,shares,sh_type
007903107,ADVANCED MICRO DEVICES INC,COM,,24003187,147976,SH
023135106,AMAZON COM INC,COM,,22803500,118000,SH
037833100,APPLE INC,COM,,16314415,77459,SH
N07059210,ASML HOLDING N V,N Y REGISTRY SHS,,341592,334,SH
052769106,AUTODESK INC,COM,,16349764,66073,SH
090043100,BILL HOLDINGS INC,COM,,20627040,392000,SH
093712107,BLOOM ENERGY CORP,COM CL A,,11014543,899881,SH
11135F101,BROADCOM INC,COM,,21793464,13574,SH
15101Q207,CELESTICA INC,COM,,24608100,429236,SH
M2197Q115,CELLEBRITE DI LTD,*W EXP 99/99/999,,5111546,1872361,SH
M2197Q107,CELLEBRITE DI LTD,ORDINARY SHARES,,5795344,484966,SH
24703L202,DELL TECHNOLOGIES INC,CL C,,17415137,126279,SH
45569U101,INDIE SEMICONDUCTOR INC,CLASS A COM,,11063581,1793125,SH
M6191J100,JFROG LTD,ORD SHS,,22980600,612000,SH
30303M102,META PLATFORMS INC,CL A,,19916690,39500,SH
595112103,MICRON TECHNOLOGY INC,COM,,214525,1631,SH
63947X101,NCINO INC,COM,,7145314,227196,SH
64081V109,NERDY INC,CL A COM,,793250,475000,SH
64110D104,NETAPP INC,COM,,9192714,71372,SH
67066G104,NVIDIA CORPORATION,COM,,71183501,576198,SH
N6596X109,NXP SEMICONDUCTORS N V,COM,,393679,1463,SH
74624M102,PURE STORAGE INC,CL A,,9567290,149000,SH
747525103,QUALCOMM INC,COM,,294786,1480,SH
79466L302,SALESFORCE INC,COM,,18382650,71500,SH
874039100,TAIWAN SEMICONDUCTOR MFG LTD,SPONSORED ADS,Put,18545527,106700,SH
874039100,TAIWAN SEMICONDUCTOR MFG LTD,SPONSORED ADS,,59408606,341802,SH
