cusip,issuer,class,put_call,value_usd,shares,sh_type
037833100,APPLE INC,COM,,495204,2400,SH
06417N103,BANK OZK,COM,,43142358,916752,SH
084670108,BERKSHIRE HATHAWAY INC DEL,CL A,,728800,1,SH
084670702,BERKSHIRE HATHAWAY INC DEL,CL B NEW,,23606965,48597,SH
218937100,CORE NATURAL RESOURCES INC,COM SHS,,348700,5000,SH
25278X109,DIAMONDBACK ENERGY INC,COM,,549600,4000,SH
29273V100,ENERGY TRANSFER L P,COM UT LTD PTN,,3020458,166600,SH
293792107,ENTERPRISE PRODS PARTNERS L,COM,,169016904,5450400,SH
26875P101,EOG RES INC,COM,,239220,2000,SH
674599105,OCCIDENTAL PETE CORP,COM,,2902891,69100,SH
790148100,ST JOE CO,COM,,963738766,20204167,SH
084423102,WR BERKLEY CORP,COM,,19208731,261450,SH
