cusip,issuer,class,put_call,value_usd,shares,sh_type
02079K305,ALPHABET INC,CAP STK CL A,,376539569,2067195,SH
043436104,ASBURY AUTOMOTIVE GROUP INC,COM,,480473010,2108540,SH
13462K109,CAMPING WORLD HLDGS INC,CL A,,91243311,5108808,SH
138103106,CANTALOUPE INC,COM,,47388000,7180000,SH
22266T109,COUPANG INC,CL A,,272726346,13017964,SH
29273V100,ENERGY TRANSFER L P,COM UT LTD PTN,,289272703,17834322,SH
536797103,LITHIA MTRS INC,COM,,603655411,2391188,SH
53947R105,LOAR HOLDINGS INC,COM SHS,,2052780129,38434378,SH
30303M102,META PLATFORMS INC,CL A,,312892208,620547,SH
67080N101,NUVATION BIO INC,COM CL A,,11129618,3811513,SH
88023U101,TEMPUR SEALY INTL INC,COM,,170424000,3600000,SH
023586100,U HAUL HOLDING COMPANY,COM,,4630059,75005,SH
023586506,U HAUL HOLDING COMPANY,COM SER N,,212784104,3545220,SH
G96629103,WILLIS TOWERS WATSON PLC LTD,SHS,,188945007,720779,SH
