cusip,issuer,class,put_call,value_usd,shares,sh_type
02079K305,ALPHABET INC,CAP STK CL A,,374335430,2124130,SH
043436104,ASBURY AUTOMOTIVE GROUP INC,COM,,502971132,2108540,SH
172573107,CIRCLE INTERNET GROUP INC,COM CL A,,49854750,275000,SH
22266T109,COUPANG INC,CL A,,390018201,13017964,SH
29273V100,ENERGY TRANSFER L P,COM UT LTD PTN,,112510737,6205777,SH
536797103,LITHIA MTRS INC,COM,,825861122,2444678,SH
53947R105,LOAR HOLDINGS INC,COM SHS,,2761769181,32050240,SH
30303M102,META PLATFORMS INC,CL A,,291364718,394755,SH
67080N101,NUVATION BIO INC,COM CL A,,7432450,3811513,SH
88023U101,SOMNIGROUP INTERNATIONAL INC,COM,,397768990,5845246,SH
023586100,U HAUL HOLDING COMPANY,COM,,2204445,36401,SH
023586506,U HAUL HOLDING COMPANY,COM SER N,,176782370,3251469,SH
G96629103,WILLIS TOWERS WATSON PLC LTD,SHS,,220918764,720779,SH
