cusip,issuer,class,put_call,value_usd,shares,sh_type
02079K305,ALPHABET INC,CAP STK CL A,,541062185,2970421,SH
023135106,AMAZON COM INC,COM,,470434659,2434332,SH
037833100,APPLE INC,COM,,115566773,548698,SH
03831W108,APPLOVIN CORP,COM CL A,,267165493,3210352,SH
093712107,BLOOM ENERGY CORP,COM CL A,,29967975,2448364,SH
11135F101,BROADCOM INC,COM,,256476995,159746,SH
127387108,CADENCE DESIGN SYSTEM INC,COM,,63673167,206899,SH
15101Q207,CELESTICA INC,COM,,429521004,7492081,SH
19247G107,COHERENT CORP,COM,,181960320,2511183,SH
22266T109,COUPANG INC,CL A,,179044692,8546286,SH
226718104,CRITEO S A,SPONS ADS,,28793826,763357,SH
M2682V108,CYBERARK SOFTWARE LTD,SHS,,121955437,446037,SH
26142V105,DRAFTKINGS INC NEW,COM CL A,,197815529,5182487,SH
26603R106,DUOLINGO INC,CL A COM,,296444323,1420637,SH
N14506104,ELASTIC N V,ORD SHS,,21591868,189552,SH
G3323L100,FABRINET,SHS,,166477518,680083,SH
336433107,FIRST SOLAR INC,COM,,32250926,143045,SH
40171V100,GUIDEWIRE SOFTWARE INC,COM,,129786343,941231,SH
42824C109,HEWLETT PACKARD ENTERPRISE C,COM,,108575701,5128753,SH
443573100,HUBSPOT INC,COM,,106945441,181328,SH
49845K101,KLAVIYO INC,COM SER A,,12641158,507881,SH
58733R102,MERCADOLIBRE INC,COM,,145166452,88333,SH
30303M102,META PLATFORMS INC,CL A,,422890322,838702,SH
595112103,MICRON TECHNOLOGY INC,COM,,58866909,447555,SH
594918104,MICROSOFT CORP,COM,,486535468,1088568,SH
M7S64H106,MONDAY COM LTD,SHS,,93755315,389414,SH
60937P106,MONGODB INC,CL A,,25572908,102308,SH
609839105,MONOLITHIC PWR SYS INC,COM,,80615025,98110,SH
G6683N103,NU HLDGS LTD,ORD SHS CL A,,315099298,24445252,SH
67066G104,NVIDIA CORPORATION,COM,,602145202,4874091,SH
679295105,OKTA INC,CL A,,224811249,2401573,SH
722304102,PDD HOLDINGS INC,SPONSORED ADS,,160164067,1204694,SH
72352L106,PINTEREST INC,CL A,,151754560,3443489,SH
747525103,QUALCOMM INC,COM,,134231386,673920,SH
83304A106,SNAP INC,CL A,,45296699,2727074,SH
874039100,TAIWAN SEMICONDUCTOR MFG LTD,SPONSORED ADS,,40960760,235664,SH
888787108,TOAST INC,CL A,,202632319,7863109,SH
87305R109,TTM TECHNOLOGIES INC,COM,,22700069,1168300,SH
M98068105,WIX COM LTD,SHS,,83504592,524955,SH
