cusip,issuer,class,put_call,value_usd,shares,sh_type
00724F101,ADOBE INC,COM,,103556000,200000,SH
007903107,ADVANCED MICRO DEVICES INC,COM,,186230800,1135000,SH
01609W102,ALIBABA GROUP HLDG LTD,SPONSORED ADS,,1061200000,10000000,SH
02079K107,ALPHABET INC,CAP STK CL C,,314645561,1881964,SH
023135106,AMAZON COM INC,COM,,596256000,3200000,SH
03674X106,ANTERO RESOURCES CORP,COM,,49994250,1745000,SH
N07059210,ASML HOLDING N V,N Y REGISTRY SHS,,64576875,77500,SH
056752108,BAIDU INC,SPON ADR REP A,,150038250,1425000,SH
12769G100,CAESARS ENTERTAINMENT INC NE,COM,,89741000,2150000,SH
165167172,CHESAPEAKE ENERGY CORP,*W EXP 02/09/202,,17396250,250000,SH
165167180,CHESAPEAKE ENERGY CORP,*W EXP 02/09/202,,9864000,150000,SH
165167735,CHESAPEAKE ENERGY CORP,COM,,13571250,165000,SH
29273V100,ENERGY TRANSFER L P,COM UT LTD PTN,,109589400,6828000,SH
26884L109,EQT CORP,COM,,65768800,1795000,SH
31428X106,FEDEX CORP,COM,,102630000,375000,SH
458140100,INTEL CORP,COM,,58650000,2500000,SH
464287184,ISHARES TR,CHINA LG-CAP ETF,,185436300,5835000,SH
47215P106,JD.COM INC,SPON ADS CL A,,292000000,7300000,SH
482497104,KE HLDGS INC,SPONSORED ADS,,43304250,2175000,SH
500767306,KRANESHARES TRUST,CSI CHI INTERNET,,128085300,3765000,SH
512807108,LAM RESEARCH CORP,COM,,81608000,100000,SH
517834107,LAS VEGAS SANDS CORP,COM,,76935780,1528323,SH
55087P104,LYFT INC,CL A COM,,200812500,15750000,SH
30303M102,META PLATFORMS INC,CL A,,357775000,625000,SH
595112103,MICRON TECHNOLOGY INC,COM,,108895500,1050000,SH
594918104,MICROSOFT CORP,COM,,417391000,970000,SH
55336V100,MPLX LP,COM UNIT REP LTD,,25720110,578500,SH
629377508,NRG ENERGY INC,COM NEW,,91083602,999820,SH
67066G104,NVIDIA CORPORATION,COM,,75900000,625000,SH
68389X105,ORACLE CORP,COM,,268106338,1573394,SH
722304102,PDD HOLDINGS INC,SPONSORED ADS,,714645605,5301132,SH
747525103,QUALCOMM INC,COM,,136040000,800000,SH
845467109,SOUTHWESTRERN ENERGY CO,COM,,29719800,4180000,SH
874039100,TAIWAN SEMICONDUCTOR MFG LTD,SPONSORED ADS,,69468000,400000,SH
90353T100,UBER TECHNOLOGIES INC,COM,,105975600,1410000,SH
91324P102,UNITEDHEALTH GROUP INC,COM,,102026660,174500,SH
92840M102,VISTRA CORP,COM,,150591794,1270388,SH
983134107,WYNN RESORTS LTD,COM,,76704000,800000,SH
