cusip,issuer,class,put_call,value_usd,shares,sh_type
00370M103,ABIVAX SA,SPONSORED ADS,,9861240,74000,SH
00534B100,ADAGIO MED HLDGS INC,COM,,6439534,9876586,SH
00650F109,ADAPTIVE BIOTECHNOLOGIES COR,COM,,26111621,1217325,SH
00704R109,ADLAI NORTYE LTD,SPONSORED ADS,,20621685,1793190,SH
000899104,ADMA BIOLOGICS INC,COM,,952213,113765,SH
00860C102,AGOMAB THERAPEUTICS NV,SPONSORED ADS,,7788000,600000,SH
02157Q109,ALTO NEUROSCIENCE INC,COM SHS,,42485076,1609893,SH
03237H101,AMYLYX PHARMACEUTICALS INC,COM,,149694481,8334882,SH
03675P102,ANTERIS TECHNOLOGIES GLOBAL,COM,,33740939,3425476,SH
03770N101,APOGEE THERAPEUTICS INC,COM,,173625838,1308113,SH
228903100,ARTIVION INC,COM,,39036906,1737290,SH
K08588103,ASCENDIS PHARMA A/S,ORD SHS,,310387665,1163721,SH
05338F306,AVALO THERAPEUTICS INC,COM NEW,,4062144,219813,SH
05348Y105,AVALYN PHARMACEUTICALS INC,COM SHS,,88070744,2675296,SH
05463X106,AXOGEN INC,COM,,11423341,247312,SH
05464T104,AXSOME THERAPEUTICS INC.,COM,,28993007,118450,SH
08659B102,BETA BIONICS INC,COM,,13052232,832944,SH
090168105,BILLIONTOONE INC,CL A,,10415704,86812,SH
09058V103,BIOCRYST PHARMACEUTICALS INC,COM,,103088880,10308888,SH
09075X207,BIODESIX INC,COM,,2451049,108694,SH
09062X103,BIOGEN INC,COM,,59669938,276173,SH
101137107,BOSTON SCIENTIFIC CORP,COM,,10670000,250000,SH
14070B309,CAPRICOR THERAPEUTICS INC,COM NEW,Call,24080000,1000000,SH
14070B309,CAPRICOR THERAPEUTICS INC,COM NEW,Put,12040000,500000,SH
15102K100,CELCUITY INC,COM,,334491064,3197200,SH
15102KAA8,CELCUITY INC,NOTE  2.750% 8/0,,14629442,6500000,PRN
159864107,CHARLES RIV LABS INTL INC,COM,,31750600,140000,SH
19240Q201,COGENT BIOSCIENCES INC,COM,,4685873,121082,SH
G23549101,CONNECT BIOPHARMA HLDGS LTD,SHS,,1886616,792696,SH
21217B100,CONTINEUM THERAPEUTICS INC,CL A,,20579153,1255592,SH
218352102,CORCEPT THERAPEUTICS INC,COM,,34639576,398385,SH
221015100,CORVUS PHARMACEUTICALS INC,COM,,39851569,2667441,SH
G2545C104,CRESCENT BIOPHARMA INC.,COM,,3724956,206942,SH
230031106,CULLINAN THERAPEUTICS INC,COM,,7766164,426478,SH
230770109,CUMBERLAND PHARMACEUTICALS I,COM,,628443,96982,SH
23284F105,CYTOMX THERAPEUTICS INC.,COM,,39146944,10439185,SH
36322Q206,DAMORA THERAPEUTICS INC,COM NEW,,31810230,1223000,SH
235851102,DANAHER CORP DEL,COM,,24762400,130000,SH
23306J309,DBV TECHNOLOGIES S A,SPONSORED ADS,,27114940,1653350,SH
26818M108,DYNE THERAPEUTICS INC,COM,,59727909,2689235,SH
27966L306,EDESA BIOTECH INC,COM NEW,,4579133,563239,SH
28036F105,EDGEWISE THERAPEUTICS INC,COM,,177714564,4373974,SH
29286X101,ENGENE THERAPEUTICS INC,COM,,8342352,4822169,SH
293602504,ENSYSCE BIOSCIENCES INC,COM NEW,,25133,86666,SH
30052C107,EVOLUS INC,COM,,17067438,2459285,SH
30068X103,EXAGEN INC,COM,,534252,114893,SH
30233G209,EYEPOINT INC,COM NEW,Put,28600000,2000000,SH
40131M109,GUARDANT HEALTH INC,COM,,6200290,41327,SH
N44445109,IMMATICS N.V,SHS,,105184409,10383456,SH
45258J102,IMMUNOVANT INC,COM,,52299967,1357383,SH
45720N103,INHIBRX BIOSCIENCES INC,COM,,122963044,1297763,SH
46120E602,INTUITIVE SURGICAL INC,COM NEW,,20633229,51884,SH
00534A102,INVIVYD INC,COM,,16131231,18490636,SH
462222100,IONIS PHARMACEUTICALS INC,COM,,44878140,566000,SH
450056106,IRHYTHM HOLDINGS INC,COM,,26616966,223766,SH
G50871105,JAZZ PHARMACEUTICALS PLC,SHS USD,,40964900,170000,SH
485925101,KARDIGAN INC,COM,,195585788,8200662,SH
49721T507,KIORA PHARMACEUTICALS INC,COM,,1153179,438471,SH
04746L203,LEONABIO INC,COM,,17087169,1859322,SH
58507V107,MEDLINE INC,COM CL A,,1104320,28000,SH
G59665102,MEIRAGTX HLDGS PLC,COM,,145727749,10786658,SH
604749101,MIRUM PHARMACEUTICALS INC,COM,,13508824,115391,SH
60705V103,MOBIA MED INC,COMMON STOCK,,7016963,523654,SH
60770K107,MODERNA INC,COM,Put,70030000,1000000,SH
632307104,NATERA INC,COM,,9416329,34689,SH
63909J108,NAUTILUS BIOTECHNOLOGY INC,COM,,21755974,11634211,SH
N62509109,NEWAMSTERDAM PHARMA COMPANY,ORDINARY SHARES,Put,16945000,500000,SH
67080M103,NURIX THERAPEUTICS INC,COM,,104813438,4320422,SH
670703107,NUVALENT INC,COM,,195192368,1580505,SH
67080T108,NUVECTIS PHARMA INC,COM,,18390000,1000000,SH
H5870P102,OCULIS HOLDING AG,ORDINARY SHARES,,11218430,808827,SH
68170A108,OMADA HEALTH INC,COM,,17259943,786330,SH
68572M106,ORCHESTRA BIOMED HLDGS INC,COM,,21738564,5037906,SH
687604108,ORUKA THERAPEUTICS INC,COM,,128009646,1345063,SH
687793109,OSCAR HEALTH INC,CL A,,11408000,400000,SH
690145206,OUTSET MED INC,COM NEW,,3599998,833333,SH
69012T305,OUTLOOK THERAPEUTICS INC,COM,,4991353,3139216,SH
696389402,PALISADE BIO INC,COM,,17608386,8425065,SH
71722W107,PHATHOM PHARMACEUTICALS INC,COM,,5772200,532000,SH
74006W207,PRAXIS PRECISION MEDICINES I,COM NEW,,681627753,2035986,SH
74366E102,PROTAGONIST THERAPEUTICS INC,COM,,120358728,981879,SH
75383L102,RAPPORT THERAPEUTICS INC,COM,,32225161,773342,SH
75943R102,RELAY THERAPEUTICS INC,COM,,263926759,14106187,SH
759916109,REPLIGEN CORP,COM,,33866045,248212,SH
G75226103,RESEARCH ALLIANCE CORP III,ORD SHS CL A,,8025000,750000,SH
76155X100,REVOLUTION MEDICINES INC,COM,,98808928,527600,SH
76155X118,REVOLUTION MEDICINES INC,*W EXP 12/17/202,,2344975,250000,SH
76243J105,RHYTHM PHARMACEUTICALS INC,COM,,287156334,2586295,SH
G76279101,ROIVANT SCIENCES LTD,SHS,,286144465,8085461,SH
78397T202,SAB BIOTHERAPEUTICS INC,COM NEW,,25847254,6627501,SH
81221K108,SEAPORT THERAPEUTICS INC,COMMON STOCK,,10860000,500000,SH
81642T209,SELLAS LIFE SCIENCES GROUP I,COM NEW,Put,22140000,1500000,SH
829401108,SIONNA THERAPEUTICS INC,COM,,39810950,905000,SH
83422E204,SOLID BIOSCIENCES INC,COM NEW,,118947393,11906646,SH
78464A870,SPDR SERIES TRUST,ST STR SP BIOT,Put,47475000,300000,SH
00773J202,SPYRE THERAPEUTICS INC,COM NEW,,383484855,4319496,SH
86889P208,SURROZEN INC,COM NEW,,13078411,503985,SH
86889P117,SURROZEN INC,*W EXP 08/01/203,,2750,166666,SH
869367201,SUTRO BIOPHARMA INC,COM SHS,,43320887,1304846,SH
87583X109,TANGO THERAPEUTICS INC,COM,,105565020,3377000,SH
88032L605,TENAX THERAPEUTICS INC,COM NEW,,24735000,1700000,SH
89422G107,TRAVERE THERAPEUTICS INC,COM,,213183729,3752574,SH
90184D100,TWIST BIOSCIENCE CORP,COM,,3787219,36812,SH
N90064101,UNIQURE NV,SHS,,7738080,168000,SH
91324P102,UNITEDHEALTH GROUP INC,COM,,48548078,116806,SH
92790C104,VIRIDIAN THERAPEUTICS INC,COM,,10690973,581980,SH
98420X202,X4 PHARMACEUTICALS INC,COM NEW,,37049403,7933491,SH
98422E103,XERIS BIOPHARMA HOLDINGS INC,COM,,3698743,467013,SH
98985Y108,ZYMEWORKS INC,COM,,109342391,4182953,SH
