cusip,issuer,class,put_call,value_usd,shares,sh_type
N00985106,AERCAP HOLDINGS NV,SHS,,193779389,2024863,SH
02156K103,ALTICE USA INC,CL A,,19736141,8189270,SH
02913V103,AMERICAN PUB ED INC,COM,,27199317,1260979,SH
046433108,ASTRONICS CORP,COM,,10527280,659604,SH
12769G100,CAESARS ENTERTAINMENT INC NE,COM,,10694400,320000,SH
124830878,CBL & ASSOC PPTYS INC,COMMON STOCK,,3458998,117613,SH
278768AB2,ECHOSTAR CORP,NOTE 3.875%11/3,,78959324,74855548,PRN
278768106,ECHOSTAR CORP,CL A,,161673634,7059984,SH
28238P109,EHEALTH INC,COM,,4393513,467395,SH
588056101,MERCER INTL INC,COM,,11132713,1712725,SH
86389T106,STUDIO CITY INTL HLDGS LTD,SPON ADS,,12826729,3239073,SH
912909108,UNITED STATES STL CORP NEW,COM,,68833183,2025101,SH
