cusip,issuer,class,put_call,value_usd,shares,sh_type
01609W102,ALIBABA GROUP HLDG LTD,SPONSORED ADS,,11160000,155000,SH
910710102,AMERICAN COASTAL INS CORP,COM,,2657461,251892,SH
056752108,BAIDU INC,SPON ADR REP A,,6486000,75000,SH
09077B104,BIOATLA INC,COM,,868524,633959,SH
444097109,HUDSON PAC PPTYS INC,COM,,5504732,1144435,SH
47215P106,JD.COM INC,SPON ADS CL A,,6460000,250000,SH
60855R100,MOLINA HEALTHCARE INC,COM,,7292769,24530,SH
679369108,OLAPLEX HLDGS INC,COM,,1532685,995250,SH
82452J109,SHIFT4 PMTS INC,CL A,,7335000,100000,SH
88339P101,THE REALREAL INC,COM,,3190000,1000000,SH
