cusip,issuer,class,put_call,value_usd,shares,sh_type
02079K305,ALPHABET INC,CAP STK CL A,,1198972698,6803454,SH
053015103,AUTOMATIC DATA PROCESSING IN,COM,,1345271332,4362099,SH
14888U101,CATALYST PHARMACEUTICALS INC,COM,,58787166,2709086,SH
169905106,CHOICE HOTELS INTL INC,COM,,93116217,733892,SH
171340102,CHURCH & DWIGHT CO INC,COM,,655882416,6824289,SH
189054109,CLOROX CO DEL,COM,,73662585,613497,SH
26622P107,DOXIMITY INC,CL A,,83173605,1355944,SH
30214U102,EXPONENT INC,COM,,55794922,746820,SH
34959E109,FORTINET INC,COM,,889989231,8418362,SH
384109104,GRACO INC,COM,,77419854,900545,SH
437076102,HOME DEPOT INC,COM,,30565677,83367,SH
45168D104,IDEXX LABS INC,COM,,1415556262,2639289,SH
461202103,INTUIT,COM,,290273160,368540,SH
562750109,MANHATTAN ASSOCIATES INC,COM,,56936920,288332,SH
571903202,MARRIOTT INTL INC NEW,CL A,,1157481213,4236599,SH
57636Q104,MASTERCARD INCORPORATED,CL A,,15544946,27663,SH
58506Q109,MEDPACE HLDGS INC,COM,,40028763,127537,SH
30303M102,META PLATFORMS INC,CL A,,2634060164,3568752,SH
592688105,METTLER TOLEDO INTERNATIONAL,COM,,693128265,590037,SH
594918104,MICROSOFT CORP,COM,,2457955992,4941509,SH
55354G100,MSCI INC,COM,,96095842,166619,SH
630402105,NAPCO SEC TECHNOLOGIES INC,COM,,28351337,954912,SH
654106103,NIKE INC,CL B,,435438472,6129483,SH
M7518J104,ODDITY TECH LTD,SHS CL A,,106937669,1416956,SH
68902V107,OTIS WORLDWIDE CORP,COM,,576212332,5819151,SH
70432V102,PAYCOM SOFTWARE INC,COM,,95686214,413510,SH
718172109,PHILIP MORRIS INTL INC,COM,,1652683135,9074195,SH
742718109,PROCTER AND GAMBLE CO,COM,,728455650,4572280,SH
74758T303,QUALYS INC,COM,,102666668,718602,SH
775711104,ROLLINS INC,COM,,83424248,1478629,SH
78573M104,SABRE CORP,COM,,67937140,21499095,SH
863667101,STRYKER CORPORATION,COM,,1850364279,4677007,SH
882508104,TEXAS INSTRS INC,COM,,564786610,2720290,SH
92343E102,VERISIGN INC,COM,,78159099,270634,SH
92345Y106,VERISK ANALYTICS INC,COM,,54884743,176195,SH
92537N108,VERTIV HOLDINGS CO,COM CL A,,93087362,724923,SH
92826C839,VISA INC,COM CL A,,1368387909,3854071,SH
941848103,WATERS CORP,COM,,1259478379,3608407,SH
98978V103,ZOETIS INC,CL A,,449889394,2884831,SH
