cusip,issuer,class,put_call,value_usd,shares,sh_type
01609W102,ALIBABA GROUP HLDG LTD,SPONSORED ADS,,6281,47500,SH
02079K305,ALPHABET INC,CAP STK CL A,,2474,16000,SH
025816109,AMERICAN EXPRESS CO,COM,,56501,210000,SH
060505104,BANK AMERICA CORP,COM,,32042,767845,SH
084670108,BERKSHIRE HATHAWAY INC DEL,CL A,,23953,30,SH
084670702,BERKSHIRE HATHAWAY INC DEL,CL B NEW,,74881,140600,SH
233912104,DAILY JOURNAL CORP,COM,,4574,11500,SH
N3167Y103,FERRARI N V,COM,,23532,60000,SH
57636Q104,MASTERCARD INCORPORATED,CL A,,36039,65750,SH
595112103,MICRON TECHNOLOGY INC,COM,,17378,200000,SH
615369105,MOODYS CORP,COM,,12574,27000,SH
218937100,CORE NATURAL RESOURCES INC,COM SHS,,828,10740,SH
020764106,ALPHA METALLURGICAL RESOUR I,COM,,1002,8000,SH
81752R100,SERITAGE GROWTH PPTYS,CL A,,1615,500000,SH
