cusip,issuer,class,put_call,value_usd,shares,sh_type
007903107,ADVANCED MICRO DEVICES INC,COM,,876970782,1509650,SH
02079K305,ALPHABET INC,CAP STK CL A,,856384314,2396352,SH
023135106,AMAZON COM INC,COM,,583392445,2447732,SH
037833100,APPLE INC,COM,,28868290,99766,SH
03831W108,APPLOVIN CORP,COM CL A,,237835836,461611,SH
04626A103,ASTERA LABS INC,COM,,757318364,1567882,SH
093712107,BLOOM ENERGY CORP,COM CL A,,486833924,1608305,SH
11135F101,BROADCOM INC,COM,,22581895,59780,SH
146869102,CARVANA CO,CL A,,280859206,4267080,SH
15101Q207,CELESTICA INC,COM,,538601664,1476430,SH
15675D103,CEREBRAS SYSTEMS INC,COM CL A,,11203816,50696,SH
19247G107,COHERENT CORP,COM,,482056146,1222035,SH
219350105,CORNING INC,COM,,570630365,2233999,SH
26603R106,DUOLINGO INC,CL A COM,,54262295,471764,SH
G3323L100,FABRINET,SHS,,418617511,744765,SH
453204109,IMPINJ INC,COM,,58043098,405244,SH
458140100,INTEL CORP,COM,,36290256,259903,SH
M6191J100,JFROG LTD,ORD SHS,,405181482,4458423,SH
49845K101,KLAVIYO INC,COM SER A,,83475307,5528166,SH
512807306,LAM RESEARCH CORP,COM NEW,,321807325,742638,SH
55405Y100,MACOM TECH SOLUTIONS HLDGS I,COM,,376104150,988785,SH
30303M102,META PLATFORMS INC,CL A,,256850101,455982,SH
55306N104,MKS INC.,COM,,565506710,1271373,SH
60937P106,MONGODB INC,CL A,,75459263,224648,SH
67066G104,NVIDIA CORPORATION,COM,,75474748,377204,SH
80004C200,SANDISK CORP,COM,,1356382263,596545,SH
G7997R103,SEAGATE TECHNOLOGY HLDNGS PL,ORD SHS,,143343995,148543,SH
82982T106,SITIME CORP,COM,,418036238,560701,SH
833445109,SNOWFLAKE INC,COM SHS,,225153860,884691,SH
84615Q103,SPACE EXPLORATION TECHN CORP,CLASS A COM STK,,26059055,152517,SH
874039100,TAIWAN SEMICONDUCTOR MANUFAC,SPONSORED ADS,,281723796,589911,SH
87305R109,TTM TECHNOLOGIES INC,COM,,791202137,4230575,SH
90138F102,TWILIO INC,CL A,,169555391,821768,SH
925550105,VIAVI SOLUTIONS INC,COM,,328326231,6875942,SH
958102105,WESTERN DIGITAL CORP,COM,,255926801,400687,SH
