cusip,issuer,class,put_call,value_usd,shares,sh_type
G3421J106,FERGUSON PLC NEW,SHS,,214753648,1237274,SH
369604301,GENERAL ELECTRIC CO.,COM NEW,,672199226,4030213,SH
36266G107,GE HEALTHCARE TECHNOLOGIES INC.,COM,,314987,4029,SH
G491BT108,INVESCO LTD.,SHS,,405071766,23173442,SH
G4474Y214,JANUS HENDERSON GROUP PLC,ORD SHS,,1355337534,31867800,SH
023586100,U-HAUL HOLDING COMPANY,COM,,45046680,652000,SH
023586506,U-HAUL HOLDING COMPANY - B,COM SER N,,72037035,1124700,SH
83444M101,SOLVENTUM CORPORATION,COM SHS,,559053823,8462819,SH
200021014,THE ALLSTATE CORPORATION,COM,,59132934,306722,SH
95058W100,WENDYS CO.,COM,,243578496,14943466,SH
95058W100,WENDYS CO.,COM,,253979477,15581563,SH
