cusip,issuer,class,put_call,value_usd,shares,sh_type
G1151C101,ACCENTURE PLC IRELAND,SHS CLASS A,,370141,1219936,SH
H01301128,ALCON INC,ORD SHS,,568071,6371303,SH
023135106,AMAZON COM INC,COM,,181076,937004,SH
032654105,ANALOG DEVICES INC,COM,,212035,928920,SH
09857L108,BOOKING HLDGS INC,COM,,341501,86205,SH
127387108,CADENCE DESIGN SYSTEM INC,COM,,93374,303409,SH
136375102,CANADIAN NATL RY CO,COM,,1141,9658,SH
217204106,COPART INC,COM,,128332,2369500,SH
294429105,EQUIFAX INC,COM,,168744,695966,SH
518439104,LAUDER ESTEE COS INC,CL A,,150011,1409881,SH
303250104,FAIR ISAAC CORP,COM,,472996,317733,SH
N3167Y103,FERRARI N V,COM,,275450,675090,SH
369604301,GENERAL ELECTRIC CO,COM NEW,,452919,2849084,SH
45866F104,INTERCONTINENTAL EXCHANGE INC,COM,,365604,2670788,SH
461202103,INTUIT,COM,,390716,594507,SH
G54950103,LINDE PLC,COM,,155576,354541,SH
571748102,MARSH & MCLENNAN COS,COM,,313337,1486981,SH
594918104,MICROSOFT CORP,COM,,541302,1211103,SH
615369105,MOODYS CORP,COM,,314342,746780,SH
55354G100,MSCI INC,COM,,222415,461682,SH
742718109,PROCTER AND GAMBLE CO,COM,,174961,1060884,SH
883556102,THERMO FISHER SCIENTIFIC INC,COM,,289909,524248,SH
92826C839,VISA INC,COM CL A,,349073,1329954,SH
934550203,WARNER MUSIC GROUP CORP,COM CL A,,228766,7463807,SH
941848103,WARTERS CORP,COM,,254915,878652,SH
98978V103,ZOETIS INC,CL A,,259206,1495188,SH
