cusip,issuer,class,put_call,value_usd,shares,sh_type
03524A108,ANHEUSER BUSCH INBEV SA/NV,SPONSORED ADR,,112891870,1703000,SH
084670702,BERKSHIRE HATHAWAY INC DEL,CL B NEW,,10189057759,22137613,SH
136375102,CANADIAN NATL RY CO,COM,,6422957980,54826786,SH
149123101,CATERPILLAR INC,COM,,2876145508,7353614,SH
191241108,COCA-COLA FEMSA SAB DE CV,SPONS ADS REP,,551369870,6214719,SH
22266T109,COUPANG INC,CL A,,227039505,9248045,SH
22822V101,CROWN CASTLE INC,COM,,168463141,1420072,SH
235851102,DANAHER CORPORATION,COM,,103701460,373000,SH
244199105,DEERE & CO,COM,,1484600561,3557378,SH
278865100,ECOLAB INC,COM,,1332323175,5218044,SH
31428X106,FEDEX CORP,COM,,693604192,2534362,SH
440452100,HORMEL FOODS CORP,COM,,69590693,2195290,SH
500754106,KRAFT HEINZ CO,COM,,92079486,2622600,SH
55825T103,MADISON SQUARE GRDN SPRT COR,CL A,,123374474,592406,SH
594918104,MICROSOFT CORP,COM,,12460303384,28957247,SH
H5919C104,ON HLDG AG,NAMEN AKT A,,25075000,500000,SH
693718108,PACCAR INC,COM,,98680000,1000000,SH
80810D103,SCHRODINGER INC,COM,,129509867,6981664,SH
911312106,UNITED PARCEL SERVICE INC,CL B,,102948834,755089,SH
92338C103,VERALTO CORP,COM SHS,,13907889,124333,SH
92918V208,VROOM INC,COM NEW,,292813,31250,SH
931142103,WALMART INC,COM,,734056018,9090477,SH
94106B101,WASTE CONNECTIONS INC,COM,,384315474,2149175,SH
94106L109,WASTE MGMT INC DEL,COM,,6691849814,32234344,SH
