cusip,issuer,class,put_call,value_usd,shares,sh_type
02079K305,ALPHABET INC,CAP STK CL A,,1296379025,6848278,SH
053015103,AUTOMATIC DATA PROCESSING IN,COM,,1467663914,5013712,SH
115637209,BROWN FORMAN CORP,CL B,,366046720,9637881,SH
169905106,CHOICE HOTELS INTL INC,COM,,104197986,733892,SH
171340102,CHURCH & DWIGHT CO INC,COM,,718009140,6857121,SH
189054109,CLOROX CO DEL,COM,,99638048,613497,SH
26622P107,DOXIMITY INC,CL A,,37933702,710502,SH
294429105,EQUIFAX INC,COM,,92594141,363328,SH
30214U102,EXPONENT INC,COM,,74530101,836477,SH
34959E109,FORTINET INC,COM,,805954365,8530423,SH
384109104,GRACO INC,COM,,96060340,1139641,SH
437076102,HOME DEPOT INC,COM,,56652115,145639,SH
45167R104,IDEX CORP,COM,,75867834,362501,SH
45168D104,IDEXX LABS INC,COM,,1100930771,2662855,SH
571903202,MARRIOTT INTL INC NEW,CL A,,1186984540,4255340,SH
57636Q104,MASTERCARD INCORPORATED,CL A,,33717857,64033,SH
58506Q109,MEDPACE HLDGS INC,COM,,42371618,127537,SH
30303M102,META PLATFORMS INC,CL A,,2670717210,4561352,SH
592688105,METTLER TOLEDO INTERNATIONAL,COM,,723751654,591455,SH
594918104,MICROSOFT CORP,COM,,2607834410,6187033,SH
55354G100,MSCI INC,COM,,99973066,166619,SH
654106103,NIKE INC,CL B,,464283046,6135629,SH
M7518J104,ODDITY TECH LTD,SHS CL A,,67868939,1615158,SH
68902V107,OTIS WORLDWIDE CORP,COM,,552583218,5966777,SH
70432V102,PAYCOM SOFTWARE INC,COM,,66125577,322611,SH
713448108,PEPSICO INC,COM,,861218725,5663677,SH
718172109,PHILIP MORRIS INTL INC,COM,,1353356811,11245175,SH
742718109,PROCTER AND GAMBLE CO,COM,,775611936,4626376,SH
74758T303,QUALYS INC,COM,,76841822,548009,SH
775711104,ROLLINS INC,COM,,74044728,1597513,SH
78573M104,SABRE CORP,COM,,78471697,21499095,SH
863667101,STRYKER CORPORATION,COM,,1920498419,5333977,SH
882508104,TEXAS INSTRS INC,COM,,318885131,1700630,SH
92343E102,VERISIGN INC,COM,,129246520,624500,SH
92345Y106,VERISK ANALYTICS INC,COM,,115042980,417685,SH
92826C839,VISA INC,COM CL A,,1460916075,4622567,SH
941848103,WATERS CORP,COM,,1348334972,3634522,SH
98978V103,ZOETIS INC,CL A,,37038714,227329,SH
