cusip,issuer,class,put_call,value_usd,shares,sh_type
023135106,AMAZON COM INC,COM,,26021,136765,SH
02376R102,AMERICAN AIRL,S GROUP INC COM,,1411,133728,SH
03674X106,ANTERO RESOURCES CORP,COM,,10450,258400,SH
03831W108,APPLOVIN CORP,COM CL A,,10652,40200,SH
04351P101,ASCENDIS PHARMA A/S,SPONSORED ADR,,24738,158720,SH
05961W105,BANCO MACRO SA,SPON ADR B,,32606,431815,SH
06738E204,BARCLAYS PLC,ADR,,58634,3817305,SH
10806X102,BRIDGEBIO PHARMA INC,COM,,15143,438050,SH
11271J107,BROOKFIELD CORP,CL A LTD VT SH,,16551,315925,SH
12769G100,CAESARS ENTERTAINMENT INC NE,COM,,38711,1548420,SH
14040H105,CAPITAL ONE FINL CORP,COM,,35442,197670,SH
12510Q100,CCC INTELLIGENT SOLUTIONS HL,COM,,50523,5595039,SH
19247G107,COHERENT CORP,COM,,144301,2222070,SH
22266T109,COUPANG INC,CL A,,204007,9302634,SH
234264109,DAKTRONICS INC,COM,,37364,3067625,SH
247361702,DELTA AIR LINES INC DEL,COM NEW,,15048,345135,SH
247361702,DELTA AIR LINES INC DEL,COM NEW,Call,41398,949500,SH
256163106,DOCUSIGN INC,COM,,87477,1074655,SH
532457108,ELI LILLY & CO,COM,,78321,94830,SH
26884L109,EQT CORP,COM,,45915,859345,SH
165167735,EXPAND ENERGY CORPORATION,COM,,10876,97700,SH
Y2573F102,FLEX LTD,ORD,,11542,348900,SH
G3643J108,FLUTTER ENTMT PLC,SHS,,83566,377475,SH
35671D857,FREEPORT-MCMORAN INC,CL B,,38545,1018105,SH
37950E259,GLOBAL X FDS,GB MSCI AR ETF,,35846,443800,SH
399909100,GRUPO FINANCIERO GALICIA S.A,SPONSORED ADR,,20779,381481,SH
453204109,IMPINJ INC,COM,,9839,108475,SH
457669307,INSMED INC,COM PAR $.01,,104445,1369050,SH
00534A102,INVIVYD INC,COM,,346,571425,SH
G65163100,JOBY AVIATION INC,COMMON STOCK,,190,31489,SH
49456B101,KINDER MORGAN INC DEL,COM,,47192,1654115,SH
58733R102,MERCADOLIBRE INC,COM,,104810,53725,SH
632307104,NATERA INC,COM,,481123,3402330,SH
N62509109,NEWAMSTERDAM PHARMA COMPANY,ORDINARY SHARES,,16383,800360,SH
718172109,PHILIP MORRIS INTL INC,COM,,175439,1105268,SH
74623V103,PURECYCLE TECHNOLOGIES INC,COM,,23285,3364842,SH
77543R102,ROKU INC,COM CL A,,34769,493600,SH
G7997R103,SEAGATE TECHNOLOGY HLDNGS PL,ORD SHS,,18645,219477,SH
G7997R103,SEAGATE TECHNOLOGY HLDNGS PL,ORD SHS,Call,20940,246500,SH
85205L107,SPRINGWORKS THERAPEUTICS INC,COM,,27181,615929,SH
874039100,TAIWAN SEMICONDUCTOR MFG LTD,SPONSORED ADS,,99397,598780,SH
878742204,TECK RESOURCES LTD,CL B,,15721,431545,SH
88160R101,TESLA INC,COM,,4882,18838,SH
881624209,TEVA PHARMACEUTICAL INDS LTD,SPONSORED ADS,,228702,14879750,SH
90138F102,TWILIO INC,CL A,,35459,362155,SH
90400D108,ULTRAGENYX PHARMACEUTICAL IN,COM,,3094,85445,SH
910047109,UNITED AIRLS HLDGS INC,COM,,25458,368685,SH
910047109,UNITED AIRLS HLDGS INC,COM,Call,15605,226000,SH
925050106,VERONA PHARMA PLC,SPONSORED ADS,,63622,1002080,SH
929740108,WABTEC,COM,,54604,301095,SH
980745103,WOODWARD INC,COM,,200328,1097750,SH
984245100,YPF SOCIEDAD ANONIMA,SPON ADR CL D,,72722,2075390,SH
