cusip,issuer,class,put_call,value_usd,shares,sh_type
011659109,ALASKA AIR GROUP INC,COM,,18846260,378591,SH
025816109,AMERICAN EXPRESS CO,COM,,1363849,4106,SH
037833100,APPLE INC,COM,,1054168,4140,SH
084670702,BERKSHIRE HATHAWAY INC DEL,CL B NEW,,125805155,250239,SH
084670108,BERKSHIRE HATHAWAY INC DEL,CL A,,87487200,116,SH
166764100,CHEVRON CORP NEW,COM,,992148,6389,SH
191216100,COCA COLA CO,COM,,1016553,15328,SH
22160K105,COSTCO WHSL CORP NEW,COM,,3179539,3435,SH
231021106,CUMMINS INC,COM,,16867768,39936,SH
243537107,DECKERS OUTDOOR CORP,COM,,37997632,374841,SH
254687106,DISNEY WALT CO,COM,,16663816,145536,SH
256677105,DOLLAR GEN CORP NEW,COM,,95684075,925826,SH
256746108,DOLLAR TREE INC,COM,,47671666,505157,SH
29446M102,EQUINOR ASA,SPONSORED ADR,,13987562,573731,SH
30231G102,EXXON MOBIL CORP,COM,,6521460,57840,SH
33829M101,FIVE BELOW INC,COM,,47700353,308341,SH
Y2573F102,FLEX LTD,ORD,,295067,5090,SH
369604301,GE AEROSPACE,COM NEW,,2813269,9352,SH
36266G107,GE HEALTHCARE TECHNOLOGIES I,COMMON STOCK,,344033,4581,SH
36828A101,GE VERNOVA INC,COM,,2112796,3436,SH
403949100,HF SINCLAIR CORP,COM,,18670308,356712,SH
46436E718,ISHARES TR,0-3 MNTH TREASRY,,560396,5565,SH
496902404,KINROSS GOLD CORP,COM,,64355412,2589755,SH
58933Y105,MERCK & CO INC,COM,,3730101,44443,SH
651639106,NEWMONT CORP,COM,,57179658,678207,SH
N6596X109,NXP SEMICONDUCTORS N V,COM,,3050216,13394,SH
680665205,OLIN CORP,COM PAR $1,,48086879,1924245,SH
69047Q102,OVINTIV INC,COM,,665745,16487,SH
69932A204,PARAMOUNT SKYDANCE CORP,COM CL B,,12473652,659284,SH
718546104,PHILLIPS 66,COM,,200221,1472,SH
78413P101,SEACOR MARINE HLDGS INC,COM,,1372505,211480,SH
780259305,SHELL PLC,SPON ADS,,355361,4968,SH
85207H104,SPROTT ASSET MANAGEMENT LP,PHYSICAL GOLD TR,,707000,23869,SH
855244109,STARBUCKS CORP,COM,,20216115,238961,SH
87165B103,SYNCHRONY FINANCIAL,COM,,315249,4437,SH
89417E109,TRAVELERS COMPANIES INC,COM,,5333102,19100,SH
91913Y100,VALERO ENERGY CORP,COM,,33971550,199527,SH
98149E303,WORLD GOLD TR,SPDR GLD MINIS,,1518603,19864,SH
