cusip,issuer,class,put_call,value_usd,shares,sh_type
01626W101,ALIGHT INC,COM CL A,,193968414,32709682,SH
023135106,AMAZON COM INC,COM,,141355950,742962,SH
053774105,AVIS BUDGET GROUP,COM,,83710414,1102904,SH
053774105,AVIS BUDGET GROUP,COM,Call,17836500,235000,SH
071705107,BAUSCH PLUS LOMB CORP,COMMON SHARES,,7250000,500000,SH
112463104,BROOKDALE SR LIVING INC,COM,,8138000,1300000,SH
117043109,BRUNSWICK CORP,COM,,39398706,731638,SH
124155110,BUTTERFLY NETWORK INC,*W EXP 02/12/202,,154200,1713333,SH
124155102,BUTTERFLY NETWORK INC,COM CL A,,22697728,9955144,SH
15135B101,CENTENE CORP DEL,COM,,79023779,1301660,SH
G21810109,CLARIVATE PLC,ORD SHS,,23128270,5885056,SH
22052L104,CORTEVA INC,COM,,87605105,1392104,SH
126650100,CVS HEALTH CORP,COM,,809395632,11946799,SH
24906P109,DENTSPLY SIRONA INC,COM,,12778809,855342,SH
254687106,DISNEY WALT CO,COM,,36293174,367712,SH
26142V105,DRAFTKINGS INC NEW,COM CL A,,15618098,470283,SH
26484T106,DUN & BRADSTREET HLDGS INC,COM,,87330238,9768483,SH
26614N102,DUPONT DE NEMOURS INC,COM,,2488711,33325,SH
23355L106,DXC TECHNOLOGY CO,COM,,118652979,6959119,SH
28618M106,ELEMENT SOLUTIONS INC,COM,,57247096,2531937,SH
30212P303,EXPEDIA GROUP INC,COM NEW,,108922244,647961,SH
37611X209,GINKGO BIOWORKS HOLDINGS INC,CL A NEW,,1068756,187501,SH
37940X102,GLOBAL PMTS INC,COM,,371477439,3793683,SH
477839104,JBT MAREL CORPORATION,COM,,22814129,186695,SH
499049104,KNIGHT-SWIFT TRANSN HLDGS IN,CL A,,61062308,1404054,SH
573874104,MARVELL TECHNOLOGY INC,COM,,12693271,206160,SH
58155Q103,MCKESSON CORP,COM,,55085577,81852,SH
30303M102,META PLATFORMS INC,CL A,,25996141,45104,SH
62855J104,MYRIAD GENETICS INC,COM,,34589009,3899550,SH
687793109,OSCAR HEALTH INC,CL A,,10474641,798981,SH
70450Y103,PAYPAL HLDGS INC,COM,,79386543,1216652,SH
72352L106,PINTEREST INC,CL A,,32969213,1063523,SH
80004C200,SANDISK CORP,COM,,12480581,262142,SH
81725T100,SENSIENT TECHNOLOGIES CORP,COM,,5010032,67312,SH
88033G407,TENET HEALTHCARE CORP,COM NEW,,456605173,3394834,SH
881624209,TEVA PHARMACEUTICAL INDS LTD,SPONSORED ADS,,227147712,14778641,SH
125523100,THE CIGNA GROUP,COM,,123064753,374057,SH
90353T100,UBER TECHNOLOGIES INC,COM,,32072462,440193,SH
910047109,UNITED AIRLS HLDGS INC,COM,,22179965,321216,SH
913903100,UNIVERSAL HLTH SVCS INC,CL B,,166736823,887370,SH
912008109,US FOODS HLDG CORP,COM,,116893820,1785729,SH
92556V106,VIATRIS INC,COM,,73973534,8492943,SH
94419L101,WAYFAIR INC,CL A,,10831841,338178,SH
958102105,WESTERN DIGITAL CORP,COM,,31795567,786435,SH
98980F104,ZOOMINFO TECHNOLOGIES INC,COMMON STOCK,,127868000,12786800,SH
