cusip,issuer,class,put_call,value_usd,shares,sh_type
02079K305,ALPHABET INC CLASS A,CAP STK CL A,,2287604,12085,SH
02209S103,ALTRIA GROUP INC,COM,,2470976,47255,SH
023135106,AMAZONCOM INC,COM,,2899897,13218,SH
037833100,APPLE INC,COM,,4228552,16886,SH
053807103,AVNET INC,COM,,1397846,26717,SH
060505104,BANK OF AMERICA CORP,COM,,560386,12751,SH
11135F101,BROADCOM INC,COM,,2148625,9268,SH
12503M108,CBOE GLOBAL MARKETS INC,COM,,2321058,11878,SH
125269100,CF INDUSTRIES HOLDINGS INC,COM,,2369920,27777,SH
17275R102,CISCO SYSTEMS INC,COM,,2649851,44761,SH
12572Q105,CME GROUP INC,COM,,2447779,10540,SH
194162103,COLGATE-PALMOLIVE CO,COM,,2345188,25797,SH
20030N101,COMCAST CORP A,CL A,,2324225,61930,SH
20825C104,CONOCOPHILLIPS,COM,,2389339,24093,SH
26740W109,D-WAVE QUANTUM INC COM,COM,,84000,10000,SH
26875P101,EOG RESOURCES INC,COM,,2353179,19197,SH
30222R109,EXRO TECHNOLOGIES INC,COM,,1151,12075,SH
33733E856,FIRST TR EXCHANGE-TRADED FD CBOE VEST GOLD,FT VEST GOLD,,3628376,192181,SH
Y2573F102,FLEX LTD,ORD,,1428300,37205,SH
33939L662,FLEXSHARES TR HIGH YIELD VL ETF,HIG YLD VL ETF,,1805240,44377,SH
35137L105,FOX CORP A,CL A COM,,2535053,52183,SH
370334104,GENERAL MILLS INC,COM,,2364119,37073,SH
375558103,GILEAD SCIENCES INC,COM,,2603421,28185,SH
37954Y483,GLOBAL X NASDAQ 100 COVERED CALL ETF,NASDAQ 100 COVER,,4236969,232545,SH
37954Y459,GLOBAL X RUSSELL 2000 COVERED CALL ETF,RUSSELL 2000,,2215650,135597,SH
37954Y475,GLOBAL X S&P 500 COVERED CALL ETF,S&P 500 COVERED,,4542541,108414,SH
45337C102,INCYTE CORP,COM,,1403571,20321,SH
46138E610,INVESCO KBW HIGH DIVIDEND YIELD FINANCIAL,KBW HIG DV YLD,,1316678,89753,SH
46090E103,INVESCO QQQ TRUST SERIES 1,UNIT SER 1,,5613760,10981,SH
462260100,IOVANCE BIOTHERAPEUTICS INC,COM,,74370,10050,SH
46434V407,ISHARES 0-5 YEAR HIGH YIELD CORPORATE BOND,0-5YR HI YL CP,,3773265,88554,SH
464289883,ISHARES CORE CONSERVATIVE ALLOCATION,CORE CON,,1931946,51795,SH
46434V621,ISHARES CORE DIVIDEND GROWTH ETF,CORE DIV GRWTH,,6259572,102047,SH
464289875,ISHARES CORE MODERATE ALLOCATION ETF,CORE MOD,,1742125,40104,SH
464286319,ISHARES EMERGING MARKETS DIVID INDEX,EM MKTS DIV ETF,,678280,26259,SH
464288224,ISHARES GLOBAL CLEAN ENERGY ETF,COM,,167381,14708,SH
464288513,ISHARES IBOXX $ HIGH YIELD CORPORATE BOND ETF,IBOXX HI YD ETF,,1252081,15920,SH
464287242,ISHARES IBOXX INVESTMENT GRADE CORPORATE BOND ETF,IBOXX INV CP ETF,,1199011,11222,SH
464288448,ISHARES INTERNATIONAL SELECT DIVIDEND,INTL SEL DIV ETF,,1608643,58752,SH
46434V456,ISHARES MSCI INTL DEVELOPED QUALITY FACTOR ETF,INTL DEV QUAL,,1212644,32668,SH
464288687,ISHARES PREFERRED & INCOME SECURITIES ETF,PFD AND INCM SEC,,1566405,49822,SH
46429B267,ISHARES US TREASURY BOND ETF,US TREAS BD ETF,,1201248,52274,SH
466313103,JABIL INC,COM,,1523020,10584,SH
478160104,JOHNSON & JOHNSON,COM,,3156356,21825,SH
46641Q332,JPMORGAN EQUITY PREMIUM INCOME ETF,EQUITY PREMIUM,,3087260,53663,SH
494368103,KIMBERLY-CLARK CORP,COM,,2341576,17869,SH
516544103,LANTHEUS HOLDINGS INC,COM,,1436996,16063,SH
539830109,LOCKHEED MARTIN CORP,COM,,2479206,5102,SH
58933Y105,MERCK & CO INC,COM,,2704901,27190,SH
589889104,MERIT MEDICAL SYS INC,COM,,1373134,14197,SH
594918104,MICROSOFT CORP,COM,,3274544,7769,SH
609207105,MONDELEZ INTL INC,CL A,,2378344,39818,SH
64125C109,NEUROCRINE BIOSCIENCES,COM,,1525524,11176,SH
67066G104,NVIDIA CORP,COM,,2059235,15334,SH
68404L201,OPTION CARE HEALTH INC,COM NEW,,1421116,61255,SH
713448108,PEPSICO INCORPORATED,COM,,2613092,17185,SH
72201R775,PIMCO TOTAL RETURN ACTIVE ETF,COM,,1031299,11406,SH
