cusip,issuer,class,put_call,value_usd,shares,sh_type
G6757R121,1RT ACQUISITION CORP.,UNIT 06/26/2030,,208000,20000,SH
00768Y453,ADVISORSHARES TR,PURE US CANNABIS,,1770000,375000,SH
00768Y453,ADVISORSHARES TR,PURE US CANNABIS,Call,1180000,250000,SH
00835Q202,AEVA TECHNOLOGIES INC,COM NEW,,1992000,150000,SH
00835Q202,AEVA TECHNOLOGIES INC,COM NEW,Call,1660000,125000,SH
02079K107,ALPHABET INC,CAP STK CL C,,3138000,10000,SH
023135106,AMAZON COM INC,COM,,1731150,7500,SH
037833100,APPLE INC,COM,Put,3398250,12500,SH
038923108,ARBOR REALTY TRUST INC,COM,,3880000,500000,SH
46264C305,AUTHID INC,COM,,437350,500000,SH
G0701G125,BTC DEV CORP,UNIT 09/11/2030,,202800,20000,SH
G1828E100,CANTOR EQUITY PARTNERS IV IN,SHS CL A,,205600,20000,SH
G1828S109,CANTOR EQUITY PARTNERS V INC,SHS CL A S,,205000,20000,SH
G2131A124,CHURCHILL CAP CORP XI,UNIT 12/10/2030,,204200,20000,SH
185634201,CLENE INC,COM NEW,,1614250,275000,SH
20337X109,COMMSCOPE HLDG CO INC,COM,,4532500,250000,SH
21874A106,CORE SCIENTIFIC INC NEW,COM,,17108000,1175000,SH
21874A106,CORE SCIENTIFIC INC NEW,COM,Call,28392000,1950000,SH
G25014120,CRANE HBR ACQUISITION CORP I,UNIT 12/09/2030,,201400,20000,SH
254687106,DISNEY WALT CO,COM,Call,5688500,50000,SH
25960P109,DOUGLAS EMMETT INC,COM,,2747500,250000,SH
278768106,ECHOSTAR CORP,CL A,,43480000,400000,SH
278768AB2,ECHOSTAR CORP,NOTE 3.875%11/3,,6680000,2000000,PRN
278768106,ECHOSTAR CORP,CL A,Call,9511250,87500,SH
278768106,ECHOSTAR CORP,CL A,Put,5435000,50000,SH
29280W109,ENERGY VAULT HOLDINGS INC,COM,,23395750,5075000,SH
29280W109,ENERGY VAULT HOLDINGS INC,COM,Call,2881250,625000,SH
415864107,ENVIRI CORP,COM,,6720000,375000,SH
G3226F127,EVOLUTION GLOBAL ACQUISITION,UNIT 10/22/2030,,201000,20000,SH
G3730U123,FUTURECREST ACQUISITION CORP,UNIT 99/99/9999,,204800,20000,SH
399473206,GROUPON INC,COM NEW,Call,1761000,100000,SH
44812J104,HUT 8 CORP,COM,,1148500,25000,SH
44812J104,HUT 8 CORP,COM,Call,2297000,50000,SH
G4814G121,INSIGHT DIGITAL PARTNERS II,UNIT 10/28/2030,,201400,20000,SH
46090E103,INVESCO QQQ TR,UNIT SER 1,Put,46073250,75000,SH
46438F101,ISHARES BITCOIN TRUST ETF,SHS BEN INT,Put,14895000,300000,SH
464287655,ISHARES TR,RUSSELL 2000 ETF,Put,30770000,125000,SH
52635N103,LENZ THERAPEUTICS INC,COM,,2000000,125000,SH
639193101,NAVAN INC,CL A,,2305800,135000,SH
N97284108,NEBIUS GROUP N.V.,SHS CLASS A,,16741000,200000,SH
N97284108,NEBIUS GROUP N.V.,SHS CLASS A,Call,12555750,150000,SH
N97284108,NEBIUS GROUP N.V.,SHS CLASS A,Put,4185250,50000,SH
65342K105,NEXTDECADE CORP,COM,Call,1317500,250000,SH
70614W100,PELOTON INTERACTIVE INC,CL A COM,,12320000,2000000,SH
741623102,PRIMO BRANDS CORPORATION,CLASS A COM SHS,Call,4087500,250000,SH
G7257A113,PROCAP ACQUISITION CORP,UNIT 05/16/2030,,204800,20000,SH
G7490F119,RENATUS TACTICAL ACQUIS,UNIT 05/15/2030,,221600,20000,SH
G7515A111,REPUBLIC DIGITAL ACQUISITION,UNIT 99/99/9999,,208200,20000,SH
78574H104,SABLE OFFSHORE CORP,COM SHS,,2255000,250000,SH
78574H104,SABLE OFFSHORE CORP,COM SHS,Put,902000,100000,SH
82003F309,SHARPS TECHNOLOGY INC,COM,,2334500,1150000,SH
78462F103,SPDR S&P 500 ETF TR,TR UNIT,Put,51144000,75000,SH
879433829,TELEPHONE & DATA SYS INC,COM NEW,Call,9225000,225000,SH
88080T104,TERAWULF INC,COM,,72674250,6325000,SH
88080T104,TERAWULF INC,COM,Call,78706500,6850000,SH
88080T104,TERAWULF INC,COM,Put,63195000,5500000,SH
88160R101,TESLA INC,COM,,2248600,5000,SH
934423104,WARNER BROS DISCOVERY INC,COM SER A,,24497000,850000,SH
934423104,WARNER BROS DISCOVERY INC,COM SER A,Call,3602500,125000,SH
G9675P102,WILLOW LANE ACQUISITION CORP,ORD SHS CL A,,8848000,700000,SH
