cusip,issuer,class,put_call,value_usd,shares,sh_type
00768Y453,ADVISORSHARES TR,PURE US CANN ETF,,1016000,200000,SH
093919108,AIB DATA CENTERS INC,COM,,477000,225000,SH
03769M106,APOLLO GLOBAL MGMT INC,COM,,5915500,50000,SH
038923108,ARBOR REALTY TRUST INC,COM,,7452500,1375000,SH
46264C305,AUTHID INC,COM,,80250,75000,SH
05501U601,AZUL S A,SPONSORED ADS,,1889680,210198,SH
G1051M126,BERTO ACQUISITION CORP II,UNIT 03/06/2031,,506000,50000,SH
G11448100,BITDEER TECHNOLOGIES GROUP,CL A ORD SHS,,3967500,250000,SH
G11448100,BITDEER TECHNOLOGIES GROUP,CL A ORD SHS,Call,793500,50000,SH
09940T100,BOOST RUN INC,ORD SHS CL A,,13292425,342500,SH
09940T100,BOOST RUN INC,ORD SHS CL A,Call,4851250,125000,SH
09940T100,BOOST RUN INC,ORD SHS CL A,Put,8732250,225000,SH
G1828E100,CANTOR EQUITY PARTNERS IV IN,SHS CL A,,208000,20000,SH
G1828S109,CANTOR EQUITY PARTNERS V INC,SHS CL A S,,206250,20000,SH
G1828W100,CANTOR EQUITY PARTNERS VII I,CL A ORD SHS,,252250,25000,SH
62548M209,CLARITEV CORPORATION,CL A NEW,,4263750,125000,SH
18452B209,CLEANSPARK INC,COM NEW,,1455000,100000,SH
18452B209,CLEANSPARK INC,COM NEW,Call,3637500,250000,SH
185634201,CLENE INC,COM NEW,,3693000,600000,SH
21874A106,CORE SCIENTIFIC INC NEW,COM,,55018500,2150000,SH
21874A106,CORE SCIENTIFIC INC NEW,COM,Call,12795000,500000,SH
21874A106,CORE SCIENTIFIC INC NEW,COM,Put,31987500,1250000,SH
26740W109,D-WAVE QUANTUM INC,COM,,659725,27500,SH
253868103,DIGITAL RLTY TR INC,COM,,897900,5000,SH
25787G100,DONNELLEY FINL SOLUTIONS INC,COM,,209750,5000,SH
278768106,ECHOSTAR CORP,CL A,,7612500,75000,SH
278768106,ECHOSTAR CORP,CL A,Call,17762500,175000,SH
29280W109,ENERGY VAULT HOLDINGS INC,COM,,29084250,6175000,SH
29280W109,ENERGY VAULT HOLDINGS INC,COM,Call,11186250,2375000,SH
G3226F127,EVOLUTION GLOBAL ACQUISITION,UNIT 10/22/2030,,203600,20000,SH
314911108,FERMI INC,COM,Call,3435000,375000,SH
31813A109,FINWISE BANCORP,COM,,362500,25000,SH
34631F102,FORGENT POWER SOLUTIONS INC,COM SHS CL A,,279300,5000,SH
36317J209,GALAXY DIGITAL INC.,CL A,Call,4784500,175000,SH
377130406,GLASS HOUSE BRANDS INC,SUB REG LTD VTG,,1251621,101182,SH
433921103,HIVE DIGITAL TECHNOLOGIES LT,COM NEW,,1820000,500000,SH
44812J104,HUT 8 CORP,COM,,7215313,62500,SH
44812J104,HUT 8 CORP,COM,Call,20202875,175000,SH
46222L108,IONQ INC,COM,,665750,12500,SH
G4939F115,IRENIC ACQUISITION CORP,UNIT 04/10/2031,,355604,35000,SH
46438F101,ISHARES BITCOIN TRUST ETF,SHS BEN INT,Put,9987000,300000,SH
464287655,ISHARES TR,RUSSELL 2000 ETF,Put,37556250,125000,SH
52635N103,LENZ THERAPEUTICS INC,COM,,994000,175000,SH
591322102,METALS RTY CO INC,COM SHS,,1820700,255000,SH
594918104,MICROSOFT CORP,COM,Call,9325500,25000,SH
65345N106,NEXTNAV INC,COMMON STOCK,,4457500,250000,SH
G6564A105,NOMAD FOODS LTD,USD ORD SHS,,5475000,500000,SH
70614W100,PELOTON INTERACTIVE INC,CL A COM,,16252500,2750000,SH
70614W100,PELOTON INTERACTIVE INC,CL A COM,Call,17730000,3000000,SH
71531U102,PERSHING SQUARE INC,COMMON STOCK,,5093300,155000,SH
71531T105,PERSHING SQUARE USA LTD,COM SHS,,3738000,100000,SH
741623102,PRIMO BRANDS CORPORATION,CLASS A COM SHS,Call,6110000,250000,SH
74766W108,QUANTUM COMPUTING INC,COM,,557750,57500,SH
G7490F119,RENATUS TACTICAL ACQUIS,UNIT 05/15/2030,,217000,20000,SH
G7515A111,REPUBLIC DIGITAL ACQUISITION,UNIT 99/99/9999,,211600,20000,SH
76655K103,RIGETTI COMPUTING INC,COMMON STOCK,,579600,30000,SH
778920306,SHARONAI HOLDINGS INC,COM CL A,,16508700,195000,SH
778920306,SHARONAI HOLDINGS INC,COM CL A,Call,2116500,25000,SH
82003F309,SKYAI INC,COM,,1110000,1000000,SH
583543301,SOLUNA HOLDINGS INC,COM NEW,,337500,250000,SH
G8375S127,SPACE ASSET ACQUISITION CORP,UNIT 01/13/2031,,211500,20000,SH
G8377G121,SPRING VY ACQUISITION CORP I,UNIT 01/22/2031,,155751,15000,SH
86366E106,STRUCTURE THERAPEUTICS INC,SPONSORED ADS,Call,2683500,50000,SH
88080T104,TERAWULF INC,COM,,193277500,7825000,SH
88080T104,TERAWULF INC,COM,Call,218903750,8862500,SH
88080T104,TERAWULF INC,COM,Put,86450000,3500000,SH
900450206,TURTLE BEACH CORP,COM NEW,Call,1245000,100000,SH
92556W104,VIA TRANSN INC,COM CL A,,4535000,250000,SH
934423104,WARNER BROS DISCOVERY INC,COM SER A,,16662500,625000,SH
