cusip,issuer,class,put_call,value_usd,shares,sh_type
00287Y109,ABBVIE INC,COM,,37472467,148913,SH
007903107,ADVANCED MICRO DEVICES INC,COM,,173349353,298410,SH
00846U101,AGILENT TECHNOLOGIES INC,COM,,261614131,1969541,SH
00846U101,AGILENT TECHNOLOGIES INC,COM,Call,15487978,116600,SH
023135106,AMAZON COM INC,COM,,303093880,1271687,SH
038222105,APPLIED MATLS INC,COM,,47140323,65201,SH
G0593M107,ASTRAZENECA PLC,ORD,,34942984,184279,SH
05722G100,BAKER HUGHES COMPANY,CL A,,27390305,493519,SH
071705107,BAUSCH PLUS LOMB CORP,COMMON SHARES,,31764531,1918148,SH
09073M104,BIO-TECHNE CORP,COM,,4120591,58324,SH
852234103,BLOCK INC,CL A,,90975496,1197046,SH
101137107,BOSTON SCIENTIFIC CORP,COM,,4826937,113096,SH
116794108,BRUKER CORP,COM,,15175530,252169,SH
124155102,BUTTERFLY NETWORK INC,COM CL A,,120701163,14335055,SH
14149Y108,CARDINAL HEALTH INC,COM,,4280356,18018,SH
15135B101,CENTENE CORP DEL,COM,,121065870,1886055,SH
17275R102,CISCO SYS INC,COM,,48549977,413332,SH
126650100,CVS HEALTH CORP,COM,,499125457,4824799,SH
235851102,DANAHER CORP DEL,COM,,218286080,1145979,SH
253393102,DICKS SPORTING GOODS INC,COM,,90966006,401067,SH
25402D102,DIGITALOCEAN HLDGS INC,COM,,13318028,84812,SH
28618M106,ELEMENT SOLUTIONS INC,COM,,47491147,994579,SH
036752103,ELEVANCE HEALTH INC FORMERLY,COM,,25755831,66599,SH
532457108,ELI LILLY & CO,COM,,69292271,57771,SH
G3934V109,GENIUS SPORTS LIMITED,SHARES CL A,,81781439,13495287,SH
37940X102,GLOBAL PMTS INC,COM,,646270805,8906709,SH
444859102,HUMANA INC,COM,,100979680,254216,SH
464287655,ISHARES TR,RUSSELL 2000 ETF,Put,275873190,918200,SH
30303M102,META PLATFORMS INC,CL A,,201004967,356841,SH
595017104,MICROCHIP TECHNOLOGY INC.,COM,,24220622,265577,SH
55306N104,MKS INC.,COM,,43827034,98532,SH
63845R107,NATIONAL VISION HLDGS INC,COM,,58951588,3101083,SH
66987V109,NOVARTIS AG,SPONSORED ADR,,13620378,86909,SH
683344105,ONTO INNOVATION INC,COM,,77881604,205791,SH
741623102,PRIMO BRANDS CORPORATION,CLASS A COM SHS,,9897491,404971,SH
83001C108,SIX FLAGS ENTERTAINMENT CORP,COM,,42979587,2017821,SH
78462F103,STATE STR SPDR S&P 500 ETF T,TR UNIT,Put,194160200,260000,SH
861012102,STMICROELECTRONICS N V,NY REGISTRY,,41942893,560060,SH
88033G407,TENET HEALTHCARE CORP,COM NEW,,418248395,2235666,SH
881624209,TEVA PHARMACEUTICAL INDS LTD,SPONSORED ADS,,172147363,5081091,SH
125523100,THE CIGNA GROUP,COM,,113641637,412223,SH
883556102,THERMO FISHER SCIENTIFIC INC,COM,,314473046,627240,SH
90353T100,UBER TECHNOLOGIES INC,COM,,129426032,1793598,SH
910047109,UNITED AIRLS HLDGS INC,COM,,67279149,494736,SH
92556V106,VIATRIS INC,COM,,156853255,9877409,SH
