cusip,issuer,class,put_call,value_usd,shares,sh_type
007903107,ADVANCED MICRO DEVICES INC,COM,,25696744,212739,SH
02079K305,ALPHABET INC,CAP STK CL A,,11414033,60296,SH
023135106,AMAZON COM INC,COM,,24571680,112000,SH
03662Q105,ANSYS INC,COM,,232758,690,SH
037833100,APPLE INC,COM,,13234447,52849,SH
N07059210,ASML HOLDING N V,N Y REGISTRY SHS,,310500,448,SH
052769106,AUTODESK INC,COM,,15061065,50956,SH
090043100,BILL HOLDINGS INC,COM,,12990363,153351,SH
11135F101,BROADCOM INC,COM,,20441796,88172,SH
127387108,CADENCE DESIGN SYSTEM INC,COM,,234359,780,SH
15101Q207,CELESTICA INC,COM,,22713184,246080,SH
M2197Q107,CELLEBRITE DI LTD,ORDINARY SHARES,,12738517,578235,SH
21037T109,CONSTELLATION ENERGY CORP,COM,,231987,1037,SH
36165L108,GDS HLDGS LTD,SPONSORED ADS,,18655307,785156,SH
36828A101,GE VERNOVA INC,COM,,5557272,16895,SH
37637K108,GITLAB INC,CLASS A COM,,21232849,376803,SH
45569U101,INDIE SEMICONDUCTOR INC,CLASS A COM,,9470799,2338469,SH
M6191J100,JFROG LTD,ORD SHS,,22499179,765018,SH
573874104,MARVELL TECHNOLOGY INC,COM,,29782401,269646,SH
58733R102,MERCADOLIBRE INC,COM,,13503194,7941,SH
30303M102,META PLATFORMS INC,CL A,,31410855,53647,SH
60741F104,MOBILEYE GLOBAL INC,COMMON CLASS A,,15276489,766892,SH
67066G104,NVIDIA CORPORATION,COM,,56309140,419310,SH
N6596X109,NXP SEMICONDUCTORS N V,COM,,332560,1600,SH
79466L302,SALESFORCE INC,COM,,16801754,50255,SH
871607107,SYNOPSYS INC,COM,,220839,455,SH
874039100,TAIWAN SEMICONDUCTOR MFG LTD,SPONSORED ADS,Put,58753275,297500,SH
874039100,TAIWAN SEMICONDUCTOR MFG LTD,SPONSORED ADS,,67374503,341154,SH
98138H101,WORKDAY INC,CL A,,11551487,44768,SH
98980G102,ZSCALER INC,COM,,5992318,33215,SH
