cusip,issuer,class,put_call,value_usd,shares,sh_type
01609W102,ALIBABA GROUP HLDG LTD,SPONSORED ADS,,12718500,150000,SH
910710102,AMERICAN COASTAL INS CORP,COM,,1966506,146100,SH
056752108,BAIDU INC,SPON ADR REP A,,10538750,125000,SH
116794108,BRUKER CORP,COM,,4396500,75000,SH
135086106,CANADA GOOSE HLDGS INC,SHS SUB VTG,,249125,24838,SH
40412C101,HCA HEALTHCARE INC,COM,,4502250,15000,SH
47215P106,JD.COM INC,SPON ADS CL A,,10401000,300000,SH
518439104,LAUDER ESTEE COS INC,CL A,,7498000,100000,SH
55939A107,MAGNERA CORP,COM SHS,,3634000,200000,SH
60855R100,MOLINA HEALTHCARE INC,COM,,7276250,25000,SH
687793109,OSCAR HEALTH INC,CL A,,2688000,200000,SH
722304102,PDD HOLDINGS INC,SPONSORED ADS,,7274250,75000,SH
918204108,V F CORP,COM,,4292000,200000,SH
