cusip,issuer,class,put_call,value_usd,shares,sh_type
023135106,AMAZON COM INC,COM,,107253000,450000,SH
146869102,CARVANA CO,CL A,,1404873269,21344170,SH
15675D103,CEREBRAS SYSTEMS INC,COM CL A,,33150000,150000,SH
22266T109,COUPANG INC,CL A,,446494582,25704927,SH
25809K105,DOORDASH INC,CL A,,92265000,500000,SH
49845K101,KLAVIYO INC,COM SER A,,34983620,2316796,SH
639193101,NAVAN INC,CL A,,23098700,1010000,SH
81764X103,SERVICETITAN INC,SHS CL A,,91923000,1300000,SH
84615Q103,SPACE EXPLORATION TECHN CORP,CLASS A COM STK,,44035748,257730,SH
874039100,TAIWAN SEMICONDUCTOR MANUFAC,SPONSORED ADS,,78799050,165000,SH
