cusip,issuer,class,put_call,value_usd,shares,sh_type
04626A103,ASTERA LABS INC,COM,,20956000,400000,SH
023135106,AMAZON COM INC,COM,,168123696,902290,SH
11135F101,BROADCOM INC,COM,,68464388,396895,SH
20717M103,CONFLUENT INC,CLASS A COM,,277707336,13626464,SH
22266T109,COUPANG INC,CL A,,161040022,6559675,SH
79466L302,SALESFORCE INC,COM,,125286647,457735,SH
26603R106,DUOLINGO INC,CL A COM,,54042082,191625,SH
36118L106,FUTU HLDGS LTD,SPON ADS CL A,,55070488,575750,SH
02079K305,ALPHABET INC,CAP STK CL A,,109733823,661645,SH
G0370L116,GRAB HOLDINGS LIMITED,W EXP 12/1/202,,849235,3502000,SH
79589L106,SAMSARA INC,COM CL A,,69915136,1452933,SH
500767306,KRANESHARES TRUST,CSI CHI INTERNET,,192927761,5671010,SH
53566V106,LINEAGE CELL THERAPUTICS IN,COM,,31352000,400000,SH
58733R102,MERCADOLIBRE INC,COM,,126113462,61460,SH
30303M102,META PLATFORMS INC,CL A,,1296004732,2264001,SH
594918104,MICROSOFT CORP,COM,,682412771,1585900,SH
67066G104,NVIDIA CORPORATION,COM,,946817768,7796589,SH
781154109,RUBRIK INC.,CL A,,53002425,1648598,SH
833445109,SNOWFLAKE INC,CL A,,993304571,8647959,SH
88160R101,TESLA INC,COM,,173303712,662400,SH
874039100,TAIWAN SEMICONDUCTOR MFG LTD,SPONSORED ADS,,90185094,519290,SH
90353T100,UBER TECHNOLOGIES INC,COM,,1002378856,13336600,SH
98954M200,ZILLOW GROUP INC,CL C CAP STK,,54628783,855580,SH
