cusip,issuer,class,put_call,value_usd,shares,sh_type
015857105,ALGONQUIN PWR UTILS CORP,COM,,38030708,6183855,SH
023135106,AMAZON COM INC,COM,,226834200,982732,SH
L02235106,ARDAGH METAL PACKAGING S A,SHS,,1635224,398835,SH
151290889,CEMEX SAB DE CV,SPON ADR NEW,,98817160,8600275,SH
254687106,DISNEY WALT CO,COM,Call,56885000,500000,SH
254687106,DISNEY WALT CO,COM,,221055110,1943000,SH
343928115,FLYEXCLUSIVE INC,*W EXP 99/99/999,,57196,200827,SH
34965K107,FORTREA HLDGS INC,COMMON STOCK,,77772160,4508531,SH
81663L200,GENEDX HOLDINGS CORP,COM CL A,,397805288,3058629,SH
44891N208,IAC INC,COM NEW,,131183433,3355075,SH
452327109,ILLUMINA INC,COM,,502291385,3829608,SH
46090E103,INVESCO QQQ TR,UNIT SER 1,Put,92146500,150000,SH
530909100,LIBERTY LIVE HOLDINGS INC,COM SER A,,81942871,1005434,SH
530909308,LIBERTY LIVE HOLDINGS INC,COM SHS SER C,,2687898,32322,SH
30303M102,META PLATFORMS INC,CL A,,1584216,2400,SH
552953101,MGM RESORTS INTERNATIONAL,COM,,196516092,5385478,SH
594918104,MICROSOFT CORP,COM,,83985933,173661,SH
67066G104,NVIDIA CORPORATION,COM,,3030625,16250,SH
68389X105,ORACLE CORP,COM,,78587712,403200,SH
76131D103,RESTAURANT BRANDS INTL INC,COM,,164348535,2408743,SH
79466L302,SALESFORCE INC,COM,,3841195,14500,SH
844895102,SOUTHWEST GAS HLDGS INC,COM,,402545091,5030556,SH
34385P108,STANDARD BIOTOOLS INC,COM,,56832,44400,SH
88160R101,TESLA INC,COM,,1281702,2850,SH
907818108,UNION PAC CORP,COM,Call,115660000,500000,SH
907818108,UNION PAC CORP,COM,,158769489,686363,SH
29430C102,VESTIS CORPORATION,COM SHS,,132159133,19813963,SH
