cusip,issuer,class,put_call,value_usd,shares,sh_type
00724F101,ADOBE INC,COM,,2071120,4000,SH
007973100,ADVANCED ENERGY INDS,COM,,3157200,30000,SH
00760J108,AEHR TEST SYS,COM,,3469500,270000,SH
00130H105,AES CORP,COM,,762280,38000,SH
00971T101,AKAMAI TECHNOLOGIES INC,COM,Call,1009500,10000,SH
00971T101,AKAMAI TECHNOLOGIES INC,COM,,1791863,17750,SH
011532108,ALAMOS GOLD INC NEW,COM CL A,,7976000,400000,SH
01438T106,ALDEYRA THERAPEUTICS INC,COM,,2695000,500000,SH
02079K107,ALPHABET INC,CAP STK CL C,,417975,2500,SH
02079K107,ALPHABET INC,CAP STK CL C,Call,3176610,19000,SH
02217A102,ALTUS POWER INC,COM CL A,,5138880,1616000,SH
023135106,AMAZON COM INC,COM,,9279500,50000,SH
02361E108,AMERESCO INC,CL A,,6449800,170000,SH
030111207,AMERICAN SUPERCONDUCTOR CORP,SHS NEW,,2360000,100000,SH
037833100,APPLE INC,COM,,6103028,26200,SH
04523Y105,ASPEN AEROGELS INC,COM,,3461250,125000,SH
04523Y105,ASPEN AEROGELS INC,COM,Call,11076000,400000,SH
29109X106,ASPEN TECHNOLOGY INC,COM,,477640,2000,SH
052769106,AUTODESK INC,COM,,4683160,17000,SH
056752108,BAIDU INC,SPON ADR REP A,,2315720,22000,SH
058586108,BALLARD PWR SYS INC NEW,COM,,720000,400000,SH
07831C103,BELLRING BRANDS INC,COMMON STOCK,,6375600,105000,SH
G1117K114,BIOCERES CROP SOLUTIONS CORP,SHS,,12429784,1579388,SH
G11448100,BITDEER TECHNOLOGIES GROUP,CL A ORD SHS,,780000,100000,SH
09239B109,BLACKLINE INC,COM,,2150460,39000,SH
093671105,BLOCK H & R INC,COM,Call,571950,9000,SH
093712107,BLOOM ENERGY CORP,COM CL A,,792000,75000,SH
10316T104,BOX INC,CL A,,1145550,35000,SH
11135F101,BROADCOM INC,COM,,14576250,84500,SH
131428104,CALUMET INC,COM,,623700,35000,SH
13321L108,CAMECO CORP,COM,,4310340,90250,SH
M20791105,CAMTEK LTD,ORD,Call,479100,6000,SH
M20791105,CAMTEK LTD,ORD,,1117900,14000,SH
15101Q207,CELESTICA INC,COM,,15336000,300000,SH
157210105,CEVA INC,COM,,1328250,55000,SH
184499101,CLEAN ENERGY FUELS CORP,COM,,4742750,1525000,SH
219350105,CORNING INC,COM,,6840225,151500,SH
248356107,DENISON MINES CORP,COM,,915000,500000,SH
25402D102,DIGITALOCEAN HLDGS INC,COM,,1231895,30500,SH
25460G781,DIREXION SHS ETF TR,DLY GOLD INDX 2X,,3722250,75000,SH
25746U109,DOMINION ENERGY INC,COM,,286061,4950,SH
26142V105,DRAFTKINGS INC NEW,COM CL A,,6664000,170000,SH
267475101,DYCOM INDS INC,COM,,5913000,30000,SH
268150109,DYNATRACE INC,COM NEW,,6710485,125500,SH
278642103,EBAY INC.,COM,,390660,6000,SH
28414H103,ELANCO ANIMAL HEALTH INC,COM,,8446750,575000,SH
290846401,EMCORE CORP,COM,,110500,50000,SH
G33856108,FERROGLOBE PLC,SHS,,8882561,1914345,SH
G33856108,FERROGLOBE PLC,SHS,Call,1162320,250500,SH
336433107,FIRST SOLAR INC,COM,,6984320,28000,SH
336433107,FIRST SOLAR INC,COM,Call,2494400,10000,SH
338307101,FIVE9 INC,COM,,861900,30000,SH
34379V103,FLUENCE ENERGY INC,COM CL A,,227100,10000,SH
343412102,FLUOR CORP NEW,COM,,15999549,335350,SH
G3643J108,FLUTTER ENTMT PLC,SHS,,1409867,6000,SH
G3730V105,FTAI AVIATION LTD,SHS,,4791045,36050,SH
H2906T109,GARMIN LTD,SHS,Put,2112360,12000,SH
37954Y871,GLOBAL X FDS,GLOBAL X URANIUM,,2861000,100000,SH
41068X100,HA SUSTAINABLE INFRA CAP INC,COM,,870368,25250,SH
443510607,HUBBELL INC,COM,,1071000,2500,SH
44812J104,HUT 8 CORP,COM,,5823500,475000,SH
452327109,ILLUMINA INC,COM,,5868450,45000,SH
G4766E116,INDIVIOR PLC,ORD,Call,1165125,119500,SH
G4766E116,INDIVIOR PLC,ORD,,9374138,961450,SH
45667G103,INFINERA CORP,COM,Call,803250,119000,SH
Q4982L109,IRIS ENERGY LTD,ORDINARY SHARES,,5262500,625000,SH
46428Q109,ISHARES SILVER TR,ISHARES,,6397342,225100,SH
465741106,ITRON INC,COM,,20293900,190000,SH
500767306,KRANESHARES TRUST,CSI CHI INTERNET,,5110980,150500,SH
500767306,KRANESHARES TRUST,CSI CHI INTERNET,Call,11907000,350000,SH
512807108,LAM RESEARCH CORP,COM,Put,408040,5000,SH
518415104,LATTICE SEMICONDUCTOR CORP,COM,,1883985,35500,SH
573874104,MARVELL TECHNOLOGY INC,COM,,9527052,132100,SH
576323109,MASTEC INC,COM,,6678175,54250,SH
552690109,MDU RES GROUP INC,COM,,685250,25000,SH
595112103,MICRON TECHNOLOGY INC,COM,,1257647,12150,SH
594918104,MICROSOFT CORP,COM,,13288150,31000,SH
60471A101,MIRION TECHNOLOGIES INC,COM CL A,,1383750,125000,SH
604749101,MIRUM PHARMACEUTICALS INC,COM,,7410000,190000,SH
553368101,MP MATERIALS CORP,COM CL A,,970750,55000,SH
55405W104,MYR GROUP INC DEL,COM,,1533450,15000,SH
64110L106,NETFLIX INC,COM,,3900985,5500,SH
65340P106,NEXGEN ENERGY LTD,COM,,1053343,161500,SH
65341B106,NEXTERA ENERGY PARTNERS LP,COM UNIT PART IN,,552400,20000,SH
67066G104,NVIDIA CORPORATION,COM,,8994700,74000,SH
682189105,ON SEMICONDUCTOR CORP,COM,,3158535,43500,SH
682189105,ON SEMICONDUCTOR CORP,COM,Call,1887860,26000,SH
683344105,ONTO INNOVATION INC,COM,,4130444,19900,SH
68347P103,OPAL FUELS INC,CLASS A COM,,456250,125000,SH
68389X105,ORACLE CORP,COM,,10156560,60000,SH
68628V308,ORION GROUP HLDGS INC,COM,,1154000,200000,SH
687793109,OSCAR HEALTH INC,CL A,,23386146,1102600,SH
697435105,PALO ALTO NETWORKS INC,COM,,7177800,21000,SH
70450Y103,PAYPAL HLDGS INC,COM,,1716077,22000,SH
714266103,PERPETUA RESOURCES CORP,COM,,233750,25000,SH
74275K108,PROCORE TECHNOLOGIES INC,COM,,3703200,60000,SH
74319B502,PROFOUND MED CORP,COM NEW,,2189000,275000,SH
