cusip,issuer,class,put_call,value_usd,shares,sh_type
N00985106,AERCAP HOLDINGS NV,SHS,,123618924,1021644,SH
02376R102,AMERICAN AIRLS GROUP INC,COM,,112195365,9981794,SH
H2927K103,AMRIZE LTD,SHS,,297116141,6122319,SH
G3265R107,APTIV PLC,COM SHS,,77080680,894000,SH
04280A100,ARROWHEAD PHARMACEUTICALS IN,COM,,171829180,4982000,SH
051774115,AURORA INNOVATION INC,*W EXP 11/03/202,,253750,437500,SH
06849F108,BARRICK MNG CORP,COM SHS,,83558060,2549834,SH
185899101,CLEVELAND-CLIFFS INC NEW,COM,,240989589,19753245,SH
19260Q107,COINBASE GLOBAL INC,COM CL A,,110082488,326180,SH
219350105,CORNING INC,COM,,84015126,1024200,SH
247361702,DELTA AIR LINES INC DEL,COM NEW,,98441274,1734648,SH
260557103,DOW INC,COM,,56533915,2465500,SH
26884L109,EQT CORP,COM,,323291775,5939588,SH
165167735,EXPAND ENERGY CORPORATION,COM,,171653455,1615714,SH
369604301,GE AEROSPACE,COM NEW,,77248169,256792,SH
36828A101,GE VERNOVA INC,COM,,84461434,137358,SH
37637K108,GITLAB INC,CLASS A COM,,142227400,3155000,SH
G39387108,GLOBALFOUNDRIES INC,ORDINARY SHARES,,63404544,1769100,SH
42824C109,HEWLETT PACKARD ENTERPRISE C,COM,,430024528,17509142,SH
460146103,INTERNATIONAL PAPER CO,COM,,130743600,2817750,SH
G4253H101,JAMES HARDIE INDS PLC,ORD SHS,,43819278,2281066,SH
526057104,LENNAR CORP,CL A,,15641816,124102,SH
N53745100,LYONDELLBASELL INDUSTRIES N,SHS - A -,,55258272,1126800,SH
650111107,NEW YORK TIMES CO,CL A,,15861859,276339,SH
N62509109,NEWAMSTERDAM PHARMA COMPANY,ORDINARY SHARES,,9072360,319000,SH
651639106,NEWMONT CORP,COM,,82135814,974212,SH
654902204,NOKIA CORP,SPONSORED ADR,,177427442,36887202,SH
670346105,NUCOR CORP,COM,,208196539,1537300,SH
68989M202,OUSTER INC,COM NEW,,22424450,829000,SH
697900108,PAN AMERN SILVER CORP,COM,,123734604,3194800,SH
69932A204,PARAMOUNT SKYDANCE CORP,COM CL B,,112114112,5925693,SH
77311W101,ROCKET COS INC,COM CL A,,267347100,13795000,SH
80004C200,SANDISK CORP,COM,,302228315,2693657,SH
G7997R103,SEAGATE TECHNOLOGY HLDNGS PL,ORD SHS,,155532144,658867,SH
82575P107,SIBANYE STILLWATER LTD,SPONSORED ADR,,21569560,1919000,SH
G8267P108,SMURFIT WESTROCK PLC,SHS,,7960590,187000,SH
83304A106,SNAP INC,CL A,,51704802,6706200,SH
34385P108,STANDARD BIOTOOLS INC,COM,,2099500,1615000,SH
G85158106,STONECO LTD,COM CL A,,71452210,3778541,SH
86771W105,SUNRUN INC,COM,,47268267,2733850,SH
881624209,TEVA PHARMACEUTICAL INDS LTD,SPONSORED ADS,,160145560,7927998,SH
140755307,TVARDI THERAPEUTICS INC,COM,,27439478,704118,SH
90138F102,TWILIO INC,CL A,,45530941,454900,SH
907818108,UNION PAC CORP,COM,,385661292,1631600,SH
910047109,UNITED AIRLS HLDGS INC,COM,,111763598,1158172,SH
91332U101,UNITY SOFTWARE INC,COM,,428061714,10690852,SH
91680M107,UPSTART HLDGS INC,COM,,138784279,2731974,SH
91823B109,UWM HOLDINGS CORPORATION,COM CL A,,28342860,4654000,SH
934423104,WARNER BROS DISCOVERY INC,COM SER A,,230545791,11804700,SH
958102105,WESTERN DIGITAL CORP,COM,,170033414,1416237,SH
963320106,WHIRLPOOL CORP,COM,,65238000,830000,SH
