cusip,issuer,class,put_call,value_usd,shares,sh_type
000899104,ADMA BIOLOGICS INC,COM,,3829250,425000,SH
007973100,ADVANCED ENERGY INDS,COM,,1613550,5000,SH
007903107,ADVANCED MICRO DEVICES INC,COM,,1627440,8000,SH
011532108,ALAMOS GOLD INC,COM CL A,,7775250,175000,SH
011659109,ALASKA AIR GROUP INC,COM,,6068700,165000,SH
012653101,ALBEMARLE CORP,COM,,269295,1500,SH
01438T106,ALDEYRA THERAPEUTICS INC,COM,,1605500,950000,SH
01438T106,ALDEYRA THERAPEUTICS INC,COM,Call,507000,300000,SH
02079K107,ALPHABET INC,CAP STK CL C,,8605800,30000,SH
00162Q452,ALPS ETF TR,ALERIAN MLP,,10528000,200000,SH
023135106,AMAZON COM INC,COM,,22076620,106000,SH
023135106,AMAZON COM INC,COM,Call,9996960,48000,SH
030111207,AMERICAN SUPERCONDUCTOR CORP,SHS NEW,,846250,25000,SH
03214Q108,AMPRIUS TECHNOLOGIES INC,COMMON STOCK,,2106250,125000,SH
032654105,ANALOG DEVICES INC,COM,,5090240,16000,SH
03676C100,ANTERIX INC,COM,,4200900,110000,SH
037833100,APPLE INC,COM,Put,7613700,30000,SH
038222105,APPLIED MATLS INC,COM,,8544750,25000,SH
040413205,ARISTA NETWORKS INC,COM SHS,,21326886,173700,SH
040413205,ARISTA NETWORKS INC,COM SHS,Call,3069500,25000,SH
042068205,ARM HOLDINGS PLC,SPONSORED ADS,,2723040,18000,SH
04271T100,ARRAY TECHNOLOGIES INC,COM SHS,,723000,100000,SH
053611109,AVERY DENNISON CORP,COM,,6907200,40000,SH
07831C103,BELLRING BRANDS INC,COMMON STOCK,,2815750,175000,SH
G1117K114,BIOCERES CROP SOLUTIONS CORP,SHS,,211328,475000,SH
093712107,BLOOM ENERGY CORP,COM CL A,,1752530,13000,SH
101137107,BOSTON SCIENTIFIC CORP,COM,,9412500,150000,SH
10316T104,BOX INC,CL A,,5579040,236000,SH
10316T104,BOX INC,CL A,Call,2364000,100000,SH
10950A106,BRIGHTSPRING HEALTH SVCS INC,COM,,14913500,350000,SH
11135F101,BROADCOM INC,COM,,27714570,89500,SH
11135F101,BROADCOM INC,COM,Call,15475500,50000,SH
112463104,BROOKDALE SR LIVING INC,COM,,3420000,250000,SH
112463104,BROOKDALE SR LIVING INC,COM,Call,9439200,690000,SH
05605H100,BWX TECHNOLOGIES INC,COM,,5112250,25000,SH
13321L108,CAMECO CORP,COM,,2443725,22500,SH
17253J106,CIPHER DIGITAL INC,COM,,5787000,450000,SH
18539C204,CLEARWAY ENERGY INC,CL C,,5500600,140000,SH
18915M107,CLOUDFLARE INC,CL A COM,,2228040,10800,SH
19247G107,COHERENT CORP,COM,Put,2382100,10000,SH
205750409,COMSTOCK INC,COM SHS,,1067500,350000,SH
20602D101,CONCENTRIX CORP,COM,Put,1094400,40000,SH
21037T109,CONSTELLATION ENERGY CORP,COM,,1392900,5000,SH
226718104,CRITEO S A,SPONS ADS,,905465,50500,SH
126650100,CVS HEALTH CORP,COM,,6104700,85000,SH
23703Q203,DAQO NEW ENERGY CORP,SPNSRD ADS NEW,Call,1063500,50000,SH
248356107,DENISON MINES CORP,COM,,4942000,1400000,SH
25402D102,DIGITALOCEAN HLDGS INC,COM,Put,3002300,35000,SH
254543101,DIODES INC,COM,,2013670,29500,SH
254687106,DISNEY WALT CO,COM,,578220,6000,SH
268150109,DYNATRACE INC,COM NEW,,1479200,40000,SH
278642103,EBAY INC.,COM,,12788310,140500,SH
532457108,ELI LILLY & CO,COM,,4598850,5000,SH
29271Q103,ENERGY SERVICES OF AMER CORP,COM,,1313000,100000,SH
29273V100,ENERGY TRANSFER L P,COM UT LTD PTN,,1440750,75000,SH
29355A107,ENPHASE ENERGY INC,COM,,3213850,85000,SH
29415C101,EOS ENERGY ENTERPRISES INC,COM CL A,,1488000,300000,SH
26884L109,EQT CORP,COM,,1591000,25000,SH
29444U700,EQUINIX INC,COM,,7792908,7950,SH
29444U700,EQUINIX INC,COM,Call,3920960,4000,SH
302081104,EXLSERVICE HLDGS INC,COM,Put,761250,25000,SH
315616102,F5 INC,COM,,2054243,7100,SH
34379V103,FLUENCE ENERGY INC,COM CL A,,2545600,185000,SH
343412102,FLUOR CORP,COM,,3848625,82500,SH
34959E109,FORTINET INC,COM,,2092032,25600,SH
34959E109,FORTINET INC,COM,Call,2043000,25000,SH
35952H700,FUELCELL ENERGY INC,COM NEW,,293850,45000,SH
81663L200,GENEDX HOLDINGS CORP,COM CL A,,6422000,100000,SH
41068X100,HA SUSTAINABLE INFRA CAP INC,COM,,2021250,55000,SH
42824C109,HEWLETT PACKARD ENTERPRISE C,COM,Put,3690550,155000,SH
43289P106,HIMAX TECHNOLOGIES INC,SPONSORED ADR,,621730,79000,SH
43289P106,HIMAX TECHNOLOGIES INC,SPONSORED ADR,Call,629600,80000,SH
438516106,HONEYWELL INTL INC,COM,,3729495,16500,SH
44812J104,HUT 8 CORP,COM,,7036500,150000,SH
453204109,IMPINJ INC,COM,,1181050,11500,SH
458140100,INTEL CORP,COM,,2342070,53000,SH
458140100,INTEL CORP,COM,Call,794340,18000,SH
46137V357,INVESCO EXCHANGE TRADED FD T,S&P500 EQL WGT,,2111120,11000,SH
465741106,ITRON INC,COM,,1344450,15000,SH
46578C108,IVANHOE ELECTRIC INC,COM,,295500,25000,SH
518415104,LATTICE SEMICONDUCTOR CORP,COM,,7559940,81500,SH
518415104,LATTICE SEMICONDUCTOR CORP,COM,Call,649320,7000,SH
53815P108,LIVERAMP HLDGS INC,COM,,371280,14000,SH
53815P108,LIVERAMP HLDGS INC,COM,Call,742560,28000,SH
502160104,LSB INDS INC,COM,,372500,25000,SH
55024U109,LUMENTUM HLDGS INC,COM,,4364676,6200,SH
55955D100,MAGNITE INC,COM,,926640,78000,SH
55955D100,MAGNITE INC,COM,Call,772200,65000,SH
576323109,MASTEC INC,COM,,1608700,5000,SH
30303M102,META PLATFORMS INC,CL A,,16021040,28000,SH
595112103,MICRON TECHNOLOGY INC,COM,,4726960,14000,SH
595112103,MICRON TECHNOLOGY INC,COM,Call,5743280,17000,SH
594918104,MICROSOFT CORP,COM,,2959680,8000,SH
60471A101,MIRION TECHNOLOGIES INC,COM CL A,,6041750,325000,SH
607828100,MODINE MFG CO,COM,,19742281,91100,SH
61945C103,MOSAIC CO,COM,Call,1275000,50000,SH
553368101,MP MATERIALS CORP,COM CL A,,723750,15000,SH
64110L106,NETFLIX INC.,COM,,3846400,40000,SH
65340P106,NEXGEN ENERGY LTD,COM,,3480000,300000,SH
G6683N103,NU HLDGS LTD,ORD SHS CL A,,9699750,675000,SH
67066G104,NVIDIA CORPORATION,COM,,15260000,87500,SH
67066G104,NVIDIA CORPORATION,COM,Call,1744000,10000,SH
679295105,OKTA INC,CL A,,5320796,67600,SH
679295105,OKTA INC,CL A,Call,393550,5000,SH
68628V308,ORION GROUP HLDGS INC,COM,,2180000,200000,SH
686688102,ORMAT TECHNOLOGIES INC,COM,,3357600,30000,SH
729132100,PLEXUS CORP,COM,,911430,4500,SH
74319B502,PROFOUND MED CORP,COM NEW,,3726000,575000,SH
75134P600,RAMACO RES INC,COM CL A,,2473600,160000,SH
77543R102,ROKU INC,COM CL A,,3926730,41500,SH
80004C200,SANDISK CORP,COM,,26709480,42000,SH
80004C200,SANDISK CORP,COM,Call,8259420,13000,SH
81369Y605,SELECT SECTOR SPDR TR,STATE STREET FIN,,1135970,23000,SH
81369Y605,SELECT SECTOR SPDR TR,STATE STREET FIN,Call,987400,20000,SH
81369Y886,SELECT SECTOR SPDR TR,STATE STREET UTI,,6876000,150000,SH
816850101,SEMTECH CORP,COM,,19895288,258750,SH
816850101,SEMTECH CORP,COM,Call,2306700,30000,SH
81730H109,SENTINELONE INC,CL A,,592480,46000,SH
81762P102,SERVICENOW INC,COM,,7579875,72500,SH
81762P102,SERVICENOW INC,COM,Call,1254600,12000,SH
78435P105,SEZZLE INC,COM,,18987000,300000,SH
82489W107,SHOALS TECHNOLOGIES GROUP IN,CL A,,14870800,2260000,SH
83056P715,SKEENA RES LTD NEW,COM,,5201000,175000,SH
83304A106,SNAP INC,CL A,Call,230000,50000,SH
78462F103,STATE STR SPDR S&P 500 ETF T,TR UNIT,Call,31866660,49000,SH
8676EP108,SUNOPTA INC,COM,,1425600,220000,SH
20460L104,SUNPOWER INC,COM,,1219200,960000,SH
86771W105,SUNRUN INC,COM,,15390600,1135000,SH
87652V109,TASKUS INC,CLASS A COM,,436150,65000,SH
87652V109,TASKUS INC,CLASS A COM,Call,1140700,170000,SH
88076W103,TERADATA CORP DEL,COM,,205040,8000,SH
88076W103,TERADATA CORP DEL,COM,Call,256300,10000,SH
880770102,TERADYNE INC,COM,,2223450,7500,SH
88080T104,TERAWULF INC,COM,,15120000,1050000,SH
881624209,TEVA PHARMACEUTICAL INDS LTD,SPONSORED ADS,,16716600,555000,SH
882508104,TEXAS INSTRS INC,COM,,1164840,6000,SH
00510N102,TIC SOLUTIONS INC,COM,,2467500,375000,SH
89346D107,TRANSALTA CORP,COM,,3615144,275000,SH
90138F102,TWILIO INC,CL A,,5938704,47200,SH
90138F102,TWILIO INC,CL A,Call,629100,5000,SH
90353T100,UBER TECHNOLOGIES INC,COM,,1762285,24500,SH
91307C102,UNITED THERAPEUTICS CORP DEL,COM,,29649000,50000,SH
91688F104,UPWORK INC,COM,,2082400,190000,SH
92337F107,VERACYTE INC,COM,,4026250,125000,SH
92343V104,VERIZON COMMUNICATIONS INC,COM,,6526000,130000,SH
925550105,VIAVI SOLUTIONS INC,COM,,13316000,400000,SH
969457100,WILLIAMS COS INC,COM,,3639000,50000,SH
97785W106,WOLFSPEED INC,COMMON STOCK,,2287600,140000,SH
65341B106,XPLR INFRASTRUCTURE LP,COM UNIT PART IN,,5044500,475000,SH
98980L101,ZOOM COMMUNICATIONS INC,CL A,,6698100,83000,SH
98980L101,ZOOM COMMUNICATIONS INC,CL A,Call,1848970,23000,SH
