cusip,issuer,class,put_call,value_usd,shares,sh_type
02665T306,AMERICAN HOMES 4 RENT,CL A,,31040702,1111773,SH
03064D108,AMERICOLD REALTY TRUST INC,COM,,51549487,4498210,SH
133131102,CAMDEN PPTY TR,SH BEN INT,,39174746,401134,SH
15202L107,CENTERSPACE,COM,,10915500,190000,SH
20464U100,COMPASS INC,CL A,,8894157,1216711,SH
229663109,CUBESMART,COM,,15958473,435429,SH
42250P103,HEALTHPEAK PROPERTIES INC,COM,,40922201,2490700,SH
43283X105,HILTON GRAND VACATIONS INC,COM,,18988613,485394,SH
448579102,HYATT HOTELS CORP,COM CL A,,32207378,223989,SH
45378A106,INDEPENDENCE RLTY TR INC,COM,,85278574,5727238,SH
G4253H101,JAMES HARDIE INDS PLC,ORD SHS,,21875700,1155000,SH
471024109,JANUS LIVING INC,CL A-1,,77545300,3290000,SH
46590V100,JBG SMITH PPTYS,COM,,64492470,4414269,SH
49427F108,KILROY REALTY CORP,COM,,29315211,1039178,SH
48251K100,KKR REAL ESTATE FIN TR INC,COM,,35089100,5733513,SH
53566V106,LINEAGE INC,COM,,13463410,410971,SH
55305B101,M/I HOMES INC,COM,,5828008,47595,SH
59522J103,MID-AMER APT CMNTYS INC,COM,,4946226,40503,SH
65341D102,NEXPOINT RESIDENTIAL TR INC,COM,,11315100,452604,SH
G66721104,NORWEGIAN CRUISE LINE HLDGS,SHS,,32351000,1730000,SH
73278L105,POOL CORP,COM,,22155135,109500,SH
78646V107,SAFEHOLD INC,COM,,7491602,553703,SH
78410G104,SBA COMMUNICATIONS CORP,CL A,Call,68844000,400000,SH
83001C108,SIX FLAGS ENTERTAINMENT CORP,COM,,13320026,750424,SH
78440X887,SL GREEN RLTY CORP,COM,,4783730,129500,SH
83193G107,SMARTRENT INC,COM CL A,,8415225,5610150,SH
83192D402,SMARTSTOP SELF STORAG REIT I,COMMON STOCK,,18575508,613458,SH
866082100,SUMMIT HOTEL PPTYS,COM,,41548000,9400000,SH
87724P106,TAYLOR MORRISON HOME CORP,COM,,10154959,174364,SH
87266M107,TPG RE FIN TR INC,COM,,54897287,7029102,SH
81282V100,UNITED PARKS & RESORTS INC,COM,,54892544,1680727,SH
98311A105,WYNDHAM HOTELS & RESORTS INC,COM,,56996085,701663,SH
983134107,WYNN RESORTS LTD,COM,,53725738,529057,SH
