cusip,issuer,class,put_call,value_usd,shares,sh_type
000361105,AAR CORP,COM,,6029011,82930,SH
00258Y104,ABACUS LIFE INC,CL A,,1137311,131481,SH
G1151C101,ACCENTURE PLC IRELAND,SHS CLASS A,,60746020,200211,SH
N00985106,AERCAP HOLDINGS NV,SHS,,145111002,1556985,SH
00846U101,AGILENT TECHNOLOGIES INC,COM,,12963000,100000,SH
00971TAJ0,AKAMAI TECHNOLOGIES INC,NOTE 0.125% 5/0,,68281526,65000000,PRN
00971T101,AKAMAI TECHNOLOGIES INC,COM,,2405136,26700,SH
011642105,ALARM COM HLDGS INC,COM,,1326715,20880,SH
01609W102,ALIBABA GROUP HLDG LTD,SPONSORED ADS,,73800000,1025000,SH
020002101,ALLSTATE CORP,COM,,14604100,91470,SH
02079K305,ALPHABET INC,CAP STK CL A,,166656685,914942,SH
023135106,AMAZON COM INC,COM,,56207536,290854,SH
026874784,AMERICAN INTL GROUP INC,COM NEW,,18775296,252900,SH
031100100,AMETEK INC,COM,,13879441,83255,SH
00187Y100,API GROUP CORP,COM STK,,7526000,200000,SH
037833100,APPLE INC,COM,,21284204,101055,SH
037833100,APPLE INC,COM,Put,157965000,750000,SH
G0508H110,ARCADIUM LITHIUM PLC,COM SHS,,1680000,500000,SH
04351P101,ASCENDIS PHARMA A/S,SPONSORED ADR,,13638000,100000,SH
046353108,ASTRAZENECA PLC,SPONSORED ADR,,191195449,2451538,SH
01741R102,ATI INC,COM,,9817256,177047,SH
049468101,ATLASSIAN CORPORATION,CL A,,16456561,93038,SH
051774107,AURORA INNOVATION INC,CLASS A COM,,18486523,6673835,SH
05352A100,AVANTOR INC,COM,,6360000,300000,SH
05465P101,AXONICS INC,COM,,119322628,1774842,SH
G0772R208,BANK OF NT BUTTERFIELD&SON L,SHS NEW,,3547120,101000,SH
08265TAB5,BENTLEY SYS INC,NOTE 0.125% 1/1,,10388747,10500000,PRN
088929104,BGC GROUP INC,CL A,,16322539,1966571,SH
09061G101,BIOMARIN PHARMACEUTICAL INC,COM,,12847843,156053,SH
09239B109,BLACKLINE INC,COM,Call,14535000,300000,SH
09857L108,BOOKING HOLDINGS INC,COM,,64719026,16337,SH
101137107,BOSTON SCIENTIFIC CORP,COM,,19252577,250001,SH
10240L102,BOWHEAD SPECIALTY HLDGS INC,COM SHS,,2153900,85000,SH
055622104,BP PLC,SPONSORED ADR,,3068500,85000,SH
10948W103,BRIGHTSPHERE INVT GROUP INC,COM,,7677316,346293,SH
11135F101,BROADCOM INC,COM,,586018,365,SH
12008R107,BUILDERS FIRSTSOURCE INC,COM,,9162465,66198,SH
14448C104,CARRIER GLOBAL CORPORATION,COM,,12346648,195730,SH
12503M108,CBOE GLOBAL MKTS INC,COM,,32306298,189970,SH
