cusip,issuer,class,put_call,value_usd,shares,sh_type
023135106,AMAZON COM INC,COM,,756895500,3450000,SH
03769M106,APOLLO GLOBAL MGMT INC,COM,,66064000,400000,SH
03769M304,APOLLO GLOBAL MGMT INC,SER A MAND CNV,,78219000,900000,SH
051774115,AURORA INNOVATION INC,*W EXP 11/03/202,,1945100,1835000,SH
051774107,AURORA INNOVATION INC,CLASS A COM,,6504517,1032463,SH
11271J107,BROOKFIELD CORP,CL A LTD VT SH,,286675500,4990000,SH
14040H105,CAPITAL ONE FINL CORP,COM,,164946000,925000,SH
144285103,CARPENTER TECHNOLOGY CORP,COM,,147647700,870000,SH
17243V102,CINEMARK HLDGS INC,COM,,116175000,3750000,SH
18453H106,CLEAR CHANNEL OUTDOOR HLDGS,COM,,1233000,900000,SH
219948106,CORPAY INC,COM SHS,,206436200,610000,SH
G25508105,CRH PLC,ORD,,251191800,2715000,SH
235851102,DANAHER CORPORATION,COM,,436145000,1900000,SH
254709108,DISCOVER FINL SVCS,COM,,110867200,640000,SH
26884L109,EQT CORP,COM,,136024500,2950000,SH
31488V107,FERGUSON ENTERPRISES INC,COMMON STOCK NEW,,208284000,1200000,SH
G3643J108,FLUTTER ENTMT PLC,SHS,,224851500,870000,SH
343928115,FLYEXCLUSIVE INC,*W EXP 99/99/999,,66150,367499,SH
343928107,FLYEXCLUSIVE INC,COM CL A,,3219300,1022000,SH
34959J108,FORTIVE CORP,COM,,142500000,1900000,SH
H33700115,GLOBAL BLUE GROUP HOLDING AG,*W EXP 08/28/202,,40667,1333333,SH
H33700107,GLOBAL BLUE GROUP HOLDING AG,ORD SHS,,58126075,8387601,SH
42806J148,HERTZ GLOBAL HLDGS INC,*W EXP 06/30/205,,8535500,3970000,SH
42809H107,HESS CORP,COM,,83131250,625000,SH
45866F104,INTERCONTINENTAL EXCHANGE IN,COM,,310685850,2085000,SH
46982L108,JACOBS SOLUTIONS INC,COM,,220473000,1650000,SH
538034109,LIVE NATION ENTERTAINMENT IN,COM,,222740000,1720000,SH
50212V100,LPL FINL HLDGS INC,COM,,213864050,655000,SH
30303M102,META PLATFORMS INC,CL A,,389364150,665000,SH
594918104,MICROSOFT CORP,COM,,252900000,600000,SH
64107A113,NET POWER INC,*W EXP 06/08/202,,1799650,500000,SH
69331C108,PG&E CORP,COM,,978730000,48500000,SH
69331CAL2,PG&E CORP,NOTE 4.250%12/0,,10865632,10000000,SH
69331C306,PG&E CORP,PFD CONV SER A,,6970600,140000,SH
741623102,PRIMO BRANDS CORPORATION,CLASS A COM SHS,,73848000,2400000,SH
G7997W102,SEADRILL 2021 LTD,COM,,39903250,1025000,SH
586001109,SOHO HOUSE & CO INC,COM CL A,,17522966,2352076,SH
874039100,TAIWAN SEMICONDUCTOR MFG LTD,SPONSORED ADS,,351532200,1780000,SH
879433829,TELEPHONE & DATA SYS INC,COM NEW,,204660000,6000000,SH
88160R101,TESLA INC,COM,,201920000,500000,SH
883556102,THERMO FISHER SCIENTIFIC INC,COM,,182080500,350000,SH
92840M102,VISTRA CORP,COM,,137870000,1000000,SH
98138H101,WORKDAY INC,CL A,,129015000,500000,SH
