cusip,issuer,class,put_call,value_usd,shares,sh_type
02079K305,ALPHABET INC,CAP STK CL A,,321492080,1118000,SH
038222105,APPLIED MATLS INC,COM,,309099496,904355,SH
03831W108,APPLOVIN CORP,COM CL A,,667535152,1677224,SH
911684108,ARRAY DIGITAL INFRASTRUCTURE,COM,,83783043,1815844,SH
171779309,CIENA CORP,COM NEW,,642975655,1656172,SH
21874A106,CORE SCIENTIFIC INC NEW,COM,,175382811,11723450,SH
256163106,DOCUSIGN INC,COM,,142230000,3000000,SH
315616102,F5 INC,COM,,764702952,2643013,SH
35137L105,FOX CORP,CL A COM,,390396876,6684878,SH
50077B207,KRATOS DEFENSE & SEC SOLUTIO,COM NEW,,186821746,2649578,SH
518415104,LATTICE SEMICONDUCTOR CORP,COM,,20612664,222215,SH
531229755,LIBERTY MEDIA CORP DEL,COM LBTY ONE S C,,446218628,5248396,SH
53626N102,LIONSGATE STUDIOS CORP,COM,,180436857,18815105,SH
538034109,LIVE NATION ENTERTAINMENT IN,COM,,598965181,3927383,SH
558256103,MADISON SQUARE GARDEN ENTMT,COM CL A,,215771071,3662724,SH
60937P106,MONGODB INC,CL A,,243923097,996540,SH
67059N108,NUTANIX INC,CL A,,149018053,3920496,SH
67066G104,NVIDIA CORPORATION,COM,,287238893,1647012,SH
833445109,SNOWFLAKE INC,COM SHS,,240071958,1591778,SH
55826T102,SPHERE ENTERTAINMENT CO,CL A,,305899201,2605615,SH
90138F102,TWILIO INC,CL A,,87760834,697511,SH
958102105,WESTERN DIGITAL CORP,COM,,157306706,581562,SH
98139A105,WORKIVA INC,COM CL A,,147032374,2465745,SH
