cusip,issuer,class,put_call,value_usd,shares,sh_type
01626W101,ALIGHT INC,COM CL A,,227715605,30855773,SH
023135106,AMAZON COM INC,COM,,67720404,350429,SH
053774105,AVIS BUDGET GROUP,COM,,55377414,529826,SH
071734107,BAUSCH HEALTH COS INC,COM,,9110264,1307068,SH
112463104,BROOKDALE SR LIVING INC,COM,,47857325,7006929,SH
117043109,BRUNSWICK CORP,COM,,30973386,425634,SH
124155110,BUTTERFLY NETWORK INC,*W EXP 02/12/202,,40263,1713333,SH
124155102,BUTTERFLY NETWORK INC,COM CL A,,6754568,8033501,SH
144285103,CARPENTER TECHNOLOGY CORP,COM,,14245400,130000,SH
15135B101,CENTENE CORP DEL,COM,,94895986,1431312,SH
G21810109,CLARIVATE PLC,ORD SHS,,145955994,25651317,SH
22052L104,CORTEVA INC,COM,,273608277,5072456,SH
126650100,CVS HEALTH CORP,COM,,541130694,9162389,SH
25381B101,DIGIMARC CORP NEW,COM,,9050424,291855,SH
25703A203,DOMA HOLDINGS INC,COM NEW,,97084,15994,SH
26484T106,DUN & BRADSTREET HLDGS INC,COM,,33427526,3609884,SH
23355L106,DXC TECHNOLOGY CO,COM,,166211648,8706739,SH
28618M106,ELEMENT SOLUTIONS INC,COM,,171585609,6326903,SH
036752103,ELEVANCE HEALTH INC,COM,,53415475,98578,SH
30049H102,EVOLV TECHNOLOGIES HLDNGS IN,COM CL A,,16697239,6547937,SH
30063P105,EXACT SCIENCES CORP,COM,,26594474,629455,SH
30212P303,EXPEDIA GROUP INC,COM NEW,,75523194,599438,SH
337738108,FISERV INC,COM,,8013583,53768,SH
37611X100,GINKGO BIOWORKS HOLDINGS INC,CL A SHS,,8858950,26500000,SH
37940X102,GLOBAL PMTS INC,COM,,301541544,3118320,SH
40412C101,HCA HEALTHCARE INC,COM,,62837549,195585,SH
464287655,ISHARES TR,RUSSELL 2000 ETF,Put,233749569,1152100,SH
499049104,KNIGHT-SWIFT TRANSN HLDGS IN,CL A,,72615978,1454647,SH
538034109,LIVE NATION ENTERTAINMENT IN,COM,,21925411,233896,SH
55087P104,LYFT INC,CL A COM,,11511959,816451,SH
573874104,MARVELL TECHNOLOGY INC,COM,,60300983,862675,SH
57667L107,MATCH GROUP INC NEW,COM,,10761264,354222,SH
58155Q103,MCKESSON CORP,COM,,155189357,265717,SH
62855J104,MYRIAD GENETICS INC,COM,,91686647,3748432,SH
68752M108,ORTHOFIX MED INC,COM,,14653003,1105053,SH
75340L104,RAPID MICRO BIOSYSTEMS INC,CLASS A COM,,792520,1200788,SH
78462F103,SPDR S&P 500 ETF TR,TR UNIT,Put,126748838,232900,SH
879369106,TELEFLEX INCORPORATED,COM,,25761639,122482,SH
88033G407,TENET HEALTHCARE CORP,COM NEW,,620682461,4665733,SH
881624209,TEVA PHARMACEUTICAL INDS LTD,SPONSORED ADS,,148811666,9157641,SH
125523100,THE CIGNA GROUP,COM,,427691135,1293799,SH
90353T100,UBER TECHNOLOGIES INC,COM,,87010534,1197173,SH
913903100,UNIVERSAL HLTH SVCS INC,CL B,,219011674,1184295,SH
912008109,US FOODS HLDG CORP,COM,,132179113,2494887,SH
92047W101,VALVOLINE INC,COM,,20909189,484009,SH
92556V106,VIATRIS INC,COM,,69039533,6494782,SH
95082P105,WESCO INTL INC,COM,,60517546,381766,SH
98980F104,ZOOMINFO TECHNOLOGIES INC,COMMON STOCK,,20022377,1567923,SH
