cusip,issuer,class,put_call,value_usd,shares,sh_type
003881307,ACACIA RESH CORP,ACACIA TCH COM,,265276402,61123595,SH
015857105,ALGONQUIN PWR UTILS CORP,COM,,290656200,65316000,SH
01626W101,ALIGHT INC,COM CL A,,326817760,47228000,SH
052769106,AUTODESK INC,COM,,306801660,1038000,SH
094235108,BLOOMIN BRANDS INC,COM,,103064610,8441000,SH
34965K107,FORTREA HLDGS INC,COMMON STOCK,,139464700,7478000,SH
668771108,GEN DIGITAL INC,COM,,479604618,17516604,SH
380237107,GODADDY INC,CL A,,558576837,2830100,SH
39304D102,GREEN DOT CORP,CL A,,48990614,4604381,SH
42226K105,HEALTHCARE RLTY TR,CL A COM,,342109647,20183460,SH
464287507,ISHARES TR,CORE S&P MCP ETF,,247075849,3965268,SH
49177J102,KENVUE INC,COM,,467863900,21914000,SH
57667L107,MATCH GROUP INC NEW,COM,,479429489,14656970,SH
65249B208,NEWS CORP NEW,CL B,,258107260,8482000,SH
65249B109,NEWS CORP NEW,CL A,,198326363,7201393,SH
717081103,PFIZER INC,COM,,407730497,15368658,SH
74935Q107,RB GLOBAL INC,COM,,22657414,251163,SH
767292105,RIOT PLATFORMS INC,COM,,129708197,12704035,SH
775133101,ROGERS CORP,COM,,81694440,804000,SH
79466L302,SALESFORCE INC,COM,,186978733,559264,SH
M98068105,WIX COM LTD,SHS,,180222000,840000,SH
92940WAD1,WIX COM LTD,NOTE 8/1,,7248750,7500000,PRN
