cusip,issuer,class,put_call,value_usd,shares,sh_type
00091G104,ACV AUCTIONS INC,COM CL A,,54611929,5510790,SH
007903107,ADVANCED MICRO DEVICES INC,COM,,54904731,339358,SH
00827B106,AFFIRM HLDGS INC,COM CL A,,15193697,207905,SH
02079K305,ALPHABET INC,CAP STK CL A,,133768206,550260,SH
023135106,AMAZON COM INC,COM,,144671599,658886,SH
023193105,AMBIQ MICRO INC,COMMON STOCK,,20474465,684307,SH
030111207,AMERICAN SUPERCONDUCTOR CORP,SHS NEW,,45819088,771495,SH
03831W108,APPLOVIN CORP,COM CL A,,12486788,17378,SH
04626A103,ASTERA LABS INC,COM,,12149390,62050,SH
049468101,ATLASSIAN CORPORATION,CL A,,48745391,305231,SH
053332102,AUTOZONE INC,COM,,46883743,10928,SH
05464C101,AXON ENTERPRISE INC,COM,,26165872,36461,SH
12008R107,BUILDERS FIRSTSOURCE INC,COM,,16629923,137154,SH
171779309,CIENA CORP,COM NEW,,204049292,1400764,SH
19247G107,COHERENT CORP,COM,,98432166,913778,SH
21873S108,COREWEAVE INC,COM CL A,,8608412,62904,SH
243537107,DECKERS OUTDOOR CORP,COM,,126764807,1250516,SH
253393102,DICKS SPORTING GOODS INC,COM,,106973597,481386,SH
26856L103,E L F BEAUTY INC,COM,,71320343,538348,SH
31488V107,FERGUSON ENTERPRISES INC,COMMON STOCK NEW,,49996898,222624,SH
338307101,FIVE9 INC,COM,,17790654,735151,SH
36866J105,GEMINI SPACE STA INC,CL A COM,,1677200,70000,SH
37637K108,GITLAB INC,CLASS A COM,,246601349,5470305,SH
443573100,HUBSPOT INC,COM,,113878425,243434,SH
458140100,INTEL CORP,COM,,87600291,2611037,SH
461202103,INTUIT,COM,,92314408,135178,SH
46090E103,INVESCO QQQ TR,UNIT SER 1,Put,1200740000,2000000,SH
M6191J100,JFROG LTD,ORD SHS,,18801559,397244,SH
G65163100,JOBY AVIATION INC,COMMON STOCK,,12418229,769407,SH
55024U109,LUMENTUM HLDGS INC,COM,,106893962,656960,SH
573874104,MARVELL TECHNOLOGY INC,COM,Call,84070000,1000000,SH
57636Q104,MASTERCARD INCORPORATED,CL A,,25635129,45068,SH
58733R102,MERCADOLIBRE INC,COM,,13778598,5896,SH
30303M102,META PLATFORMS INC,CL A,,48537377,66093,SH
595112103,MICRON TECHNOLOGY INC,COM,,121299805,724957,SH
G6683N103,NU HLDGS LTD,ORD SHS CL A,,40175318,2509389,SH
67066G104,NVIDIA CORPORATION,COM,,107231817,574723,SH
718172109,PHILIP MORRIS INTL INC,COM,,45269533,279097,SH
74624M102,PURE STORAGE INC,CL A,,343484893,4098376,SH
751212101,RALPH LAUREN CORP,CL A,,39226356,125100,SH
771049103,ROBLOX CORP,CL A,,102090210,737007,SH
77311W101,ROCKET COS INC,COM CL A,,19392733,1000657,SH
775133101,ROGERS CORP,COM,,13591706,168925,SH
781154109,RUBRIK INC.,CL A,,61913852,752752,SH
79589L106,SAMSARA INC,COM CL A,,26492759,711215,SH
81141R100,SEA LTD,SPONSORD ADS,,48288020,270173,SH
816850101,SEMTECH CORP,COM,,48452603,678133,SH
81764X103,SERVICETITAN INC,SHS CL A,,63142468,626227,SH
833445109,SNOWFLAKE INC,COM SHS,,105905875,469545,SH
83542D300,SONDER HOLDINGS INC,CL A NEW,,1219877,960533,SH
871607107,SYNOPSYS INC,COM,,19181030,38876,SH
M8744T106,TABOOLA.COM LTD,ORD SHS,,2472250,725000,SH
88160R101,TESLA INC,COM,,91862253,206562,SH
90138F102,TWILIO INC,CL A,,96663219,965763,SH
91332U101,UNITY SOFTWARE INC,COM,,244706582,6111553,SH
922280102,VARONIS SYS INC,COM,,37839110,658415,SH
94419L101,WAYFAIR INC,CL A,,76322659,854390,SH
98954M200,ZILLOW GROUP INC,CL C CAP STK,,9099451,118098,SH
