cusip,issuer,class,put_call,value_usd,shares,sh_type
023135106,AMAZON COM INC,COM,,15411980,74000,SH
G0896C103,BBB FOODS INC,CL A COM,,9893696,279720,SH
146869102,CARVANA CO,CL A,,1321286953,4202834,SH
22266T109,COUPANG INC,CL A,,485309022,25704927,SH
25809K105,DOORDASH INC,CL A,,75075000,500000,SH
316841105,FIGMA INC,CLASS A COM STK,,31710000,1500000,SH
49845K101,KLAVIYO INC,COM SER A,,45084850,2316796,SH
639193101,NAVAN INC,CL A,,189985103,14349328,SH
81764X103,SERVICETITAN INC,SHS CL A,,78990249,1244725,SH
922475108,VEEVA SYS INC,CL A COM,,43915000,250000,SH
