cusip,issuer,class,put_call,value_usd,shares,sh_type
22822V101,CROWN CASTLE INC,COM,,125844250,1225000,SH
253868103,DIGITAL RLTY TR INC,COM,Put,130747500,750000,SH
29444U700,EQUINIX INC,COM,,119320500,150000,SH
29786A106,ETSY INC,COM,,250800000,5000000,SH
42824C109,HEWLETT PACKARD ENTERPRISE C,COM,,381003500,18630978,SH
43300A203,HILTON WORLDWIDE HLDGS INC,COM,Put,85228800,320000,SH
46090E103,INVESCO QQQ TR,UNIT SER 1,Put,1103280000,2000000,SH
464287598,ISHARES TR,RUS 1000 VAL ETF,Put,971150000,5000000,SH
464287655,ISHARES TR,RUSSELL 2000 ETF,Put,215790000,1000000,SH
464288513,ISHARES TR,IBOXX HI YD ETF,,306470000,3800000,SH
530307305,LIBERTY BROADBAND CORP,COM SER C,,234585241,2384481,SH
594972AJ0,MICROSTRATEGY INC,NOTE 0.625% 3/1,,44495840,16000000,PRN
67066G104,NVIDIA CORPORATION,COM,Put,407614200,2580000,SH
68390D106,OR ROYALTIES INC.,COM SHS,,56051682,2180151,SH
718546104,PHILLIPS 66,COM,,2296644300,19251000,SH
72352L106,PINTEREST INC,CL A,,1004080000,28000000,SH
80004C200,SANDISK CORP,COM,,34012364,749997,SH
G7997W102,SEADRILL LTD,COM,,97223333,3703746,SH
81369Y704,SELECT SECTOR SPDR TR,INDL,Put,516320000,3500000,SH
G8060N102,SENSATA TECHNOLOGIES HLDG PL,SHS,,97857500,3250000,SH
844741108,SOUTHWEST AIRLS CO,COM,,1751062540,53978500,SH
78462F103,SPDR S&P 500 ETF TR,TR UNIT,Put,1334556000,2160000,SH
78464A755,SPDR SERIES TRUST,S&P METALS MNG,Put,191577000,2850000,SH
867224107,SUNCOR ENERGY INC NEW,COM,,1972521460,52670800,SH
89679M104,TRIPLE FLAG PRECIOUS METAL,COM,,3170094573,133815727,SH
91325V108,UNITI GROUP INC,COM,,43722560,10120963,SH
92189F106,VANECK ETF TRUST,GOLD MINERS ETF,Put,208240000,4000000,SH
92189F676,VANECK ETF TRUST,SEMICONDUCTR ETF,Put,278880000,1000000,SH
94419LAR2,WAYFAIR INC,NOTE 3.500%11/1,,20269159,15000000,PRN
958102105,WESTERN DIGITAL CORP,COM,,143977500,2250000,SH
713448108,PEPSICO INC,COM,Put,528160000,4000000,SH
