cusip,issuer,class,put_call,value_usd,shares,sh_type
023135106,AMAZON COM INC,COM,,849587775,3872500,SH
12504L109,CBRE GROUP INC,CL A,,82585467,589391,SH
12510Q100,CCC INTELLIGENT SOLUTIONS HL,COM,,27117738,2881800,SH
254687106,DISNEY WALT CO,COM,,630917120,5087631,SH
30212P303,EXPEDIA GROUP INC,COM NEW,,46953090,278356,SH
45765U103,INSIGHT ENTERPRISES INC,COM,,395163230,2861739,SH
531229748,LIBERTY MEDIA CORP DEL,COM LBTY LIV S A,,140929803,1773148,SH
531229722,LIBERTY MEDIA CORP DEL,COM LBTY LIV S C,,323981630,3991888,SH
538034109,LIVE NATION ENTERTAINMENT IN,COM,,133923040,885266,SH
30303M102,META PLATFORMS INC,CL A,,460106116,623374,SH
60937P106,MONGODB INC,CL A,,144998095,690500,SH
62482R107,MR COOPER GROUP INC,COM,,135005208,904800,SH
75737F108,REDFIN CORP,COM,,64964664,5805600,SH
771049103,ROBLOX CORP,CL A,,497808609,4732021,SH
77311W101,ROCKET COS INC,COM CL A,,214481136,15125609,SH
79466L302,SALESFORCE INC,COM,,790394419,2898509,SH
829073105,SIMPSON MFG INC,COM,,218382168,1406105,SH
92826C839,VISA INC,COM CL A,,442019498,1244950,SH
