cusip,issuer,class,put_call,value_usd,shares,sh_type
011659109,ALASKA AIR GROUP INC,COM,,16972729,344834,SH
025816109,AMERICAN EXPRESS CO,COM,,1192430,4432,SH
037833100,APPLE INC,COM,,919618,4140,SH
084670702,BERKSHIRE HATHAWAY INC DEL,CL B NEW,,127472490,239349,SH
084670108,BERKSHIRE HATHAWAY INC DEL,CL A,,92619226,116,SH
166764100,CHEVRON CORP NEW,COM,,1031008,6163,SH
191216100,COCA COLA CO,COM,,1575640,22000,SH
22160K105,COSTCO WHSL CORP NEW,COM,,4014836,4245,SH
231021106,CUMMINS INC,COM,,12549824,40039,SH
254687106,DISNEY WALT CO,COM,,13798360,139801,SH
256677105,DOLLAR GEN CORP NEW,COM,,79768209,907179,SH
256746108,DOLLAR TREE INC,COM,,37038487,493386,SH
29446M102,EQUINOR ASA,SPONSORED ADR,,12964891,490166,SH
30231G102,EXXON MOBIL CORP,COM,,6692429,56272,SH
33829M101,FIVE BELOW INC,COM,,5893901,78664,SH
369604301,GE AEROSPACE,COM NEW,,1969876,9842,SH
36266G107,GE HEALTHCARE TECHNOLOGIES I,COMMON STOCK,,369733,4581,SH
36828A101,GE VERNOVA INC,COM,,1141137,3738,SH
403949100,HF SINCLAIR CORP,COM,,9840351,299281,SH
46436E718,ISHARES TR,0-3 MNTH TREASRY,,1067102,10600,SH
496902404,KINROSS GOLD CORP,COM,,56828806,4506646,SH
58933Y105,MERCK & CO INC,COM,,3989204,44443,SH
651639106,NEWMONT CORP,COM,,31988209,662556,SH
654106103,NIKE INC,CL B,,2320208,36550,SH
N6596X109,NXP SEMICONDUCTORS N V,COM,,2576833,13558,SH
680665205,OLIN CORP,COM PAR $1,,17027772,702466,SH
69047Q102,OVINTIV INC,COM,,705644,16487,SH
92556H206,PARAMOUNT GLOBAL,CLASS B COM,,19526554,1632655,SH
78413P101,SEACOR MARINE HLDGS INC,COM,,1070089,211480,SH
780259305,SHELL PLC,SPON ADS,,364055,4968,SH
85207H104,SPROTT PHYSICAL GOLD TR,UNIT,,574288,23869,SH
855244109,STARBUCKS CORP,COM,,22727679,231702,SH
87165B103,SYNCHRONY FINANCIAL,COM,,234895,4437,SH
89417E109,TRAVELERS COMPANIES INC,COM,,5330191,20155,SH
91913Y100,VALERO ENERGY CORP,COM,,25158553,190494,SH
98149E303,WORLD GOLD TR,SPDR GLD MINIS,,1003794,16219,SH
