cusip,issuer,class,put_call,value_usd,shares,sh_type
02079K107,ALPHABET INC,CAP STK CL C,,338819,1181131,SH
023135106,AMAZON COM INC,COM,,649543,3118754,SH
03064D108,AMERICOLD REALTY TRUST INC,COM,,89168,7780800,SH
G0403H108,AON PLC,SHS CL A,,248218,769000,SH
67011P100,DNOW INC,COM,,43174,3625000,SH
26969P108,EAGLE MATLS INC,COM,,169134,892763,SH
036752103,ELEVANCE HEALTH INC FORMERLY,COM,,373301,1275154,SH
31488V107,FERGUSON ENTERPRISES INC,COMMON STOCK NEW,,336457,1442411,SH
36165L108,GDS HLDGS LTD,SPONSORED ADS,,122676,3044818,SH
372460105,GENUINE PARTS CO,COM,,157604,1490348,SH
40054J109,GRUPO AEROMEXICO SAB DE CV,SPONSORED ADS,,68371,4880188,SH
G4412G101,HERBALIFE LTD,COM SHS,,136305,9259844,SH
G61188127,LIBERTY GLOBAL LTD,COM CL C,,157150,13397247,SH
60855R100,MOLINA HEALTHCARE INC,COM,,84460,633609,SH
G66721104,NORWEGIAN CRUISE LINE HLDGS,SHS,,67881,3630000,SH
76131D103,RESTAURANT BRANDS INTL INC,COM,,597208,8080112,SH
879369106,TELEFLEX INCORPORATED,COM,,190778,1595000,SH
907818108,UNION PAC CORP,COM,,373876,1540995,SH
92243G108,VAXCYTE INC,COM,,46488,800000,SH
92826C839,VISA INC,COM CL A,,211978,701355,SH
95082P105,WESCO INTL INC,COM,,393159,1436881,SH
G96629103,WILLIS TOWERS WATSON PLC LTD,SHS,,259632,893126,SH
