cusip,issuer,class,put_call,value_usd,shares,sh_type
007973100,ADVANCED ENERGY INDS,COM,,3374256,10456,SH
007903107,ADVANCED MICRO DEVICES INC,COM,,32630172,160400,SH
01609W102,ALIBABA GROUP HLDG LTD,SPONSORED ADS,,23210100,185000,SH
02079K305,ALPHABET INC,CAP STK CL A,,42616392,148200,SH
02079K107,ALPHABET INC,CAP STK CL C,,229488,800,SH
038222105,APPLIED MATLS INC,COM,,29667372,86800,SH
042068205,ARM HOLDINGS PLC,SPONSORED ADS,,16247472,107400,SH
N07059210,ASML HLDG NV,N Y REGISTRY SHS,,27737430,21000,SH
05722G100,BAKER HUGHES COMPANY,CL A,,29800642,488135,SH
19247G107,COHERENT CORP,COM,,11910500,50000,SH
219350105,CORNING INC,COM,,36768192,270414,SH
25445D101,DINGDONG CAYMAN LTD,ADS,,84810,33000,SH
25809K105,DOORDASH INC,CL A,,27243216,181440,SH
29362U104,ENTEGRIS INC,COM,,1172400,10000,SH
303250104,FAIR ISAAC CORP,COM,,3202620,3000,SH
G3730V105,FTAI AVIATION LTD,SHS,,203350,830,SH
406216101,HALLIBURTON CO,COM,,7798000,200000,SH
458140100,INTEL CORP,COM,,37625238,852600,SH
464286772,ISHARES INC,MSCI STH KOR ETF,,71247392,579200,SH
49338L103,KEYSIGHT TECHNOLOGIES INC,COM,,14174974,50200,SH
512807306,LAM RESEARCH CORP,COM NEW,,29920733,140039,SH
G54950103,LINDE PLC,SHS,,30191784,60900,SH
55024U109,LUMENTUM HLDGS INC,COM,,38472596,54745,SH
30303M102,META PLATFORMS INC,CL A,,38653103,67560,SH
595112103,MICRON TECHNOLOGY INC,COM,,88279957,261307,SH
55306N104,MKS INC.,COM,,15741985,68500,SH
631103108,NASDAQ INC,COM,,4838730,57000,SH
647581206,NEW ORIENTAL ED & TECHNOLOGY,SPON ADR,,8794639,155300,SH
67066G104,NVIDIA CORPORATION,COM,,7237600,41500,SH
701094104,PARKER-HANNIFIN CORP,COM,,7520016,8400,SH
750917106,RAMBUS INC DEL,COM,,10323600,120000,SH
770700102,ROBINHOOD MKTS INC,COM CL A,,35776264,516252,SH
771049103,ROBLOX CORP,CL A,,17923864,316900,SH
77664L207,ROOT INC,CL A NEW,,7102448,160798,SH
80004C200,SANDISK CORP,COM,,33333113,52465,SH
806857108,SLB LIMITED,COM STK,,12847500,250000,SH
83304A106,SNAP INC,CL A,,7222000,1570000,SH
83443Q103,SOLSTICE ADVANCED MATLS INC,COM SHS,,15475712,203200,SH
874039100,TAIWAN SEMICONDUCTOR MANUFAC,SPONSORED ADS,,54964188,162640,SH
880770102,TERADYNE INC,COM,,15678880,52887,SH
89677Q107,TRIP COM GROUP LTD,ADS,,9335625,187500,SH
91332U101,UNITY SOFTWARE INC,COM,,7215298,328865,SH
90138A103,VNET GROUP INC,SPONSORED ADS A,,91451,10900,SH
929740108,WABTEC,COM,,10444739,41794,SH
