cusip,issuer,class,put_call,value_usd,shares,sh_type
00404A109,ACADIA HEALTHCARE COMPANY IN,COM,,8642987,609090,SH
00404A109,ACADIA HEALTHCARE COMPANY IN,COM,,49836883,3512113,SH
03674X106,ANTERO RESOURCES CORP,COM,,28902980,838740,SH
03674X106,ANTERO RESOURCES CORP,COM,,6041872,175330,SH
05603J108,BKV CORP,COM,,5870916,216240,SH
05603J108,BKV CORP,COM,,29096736,1071703,SH
10922N103,BRIGHTHOUSE FINL INC,COM,,26970263,416272,SH
10922N103,BRIGHTHOUSE FINL INC,COM,,145370360,2243716,SH
10922N103,BRIGHTHOUSE FINL INC,COM,,8559536,132112,SH
G1890L107,CAPRI HOLDINGS LIMITED,SHS,,20644596,846090,SH
G1890L107,CAPRI HOLDINGS LIMITED,SHS,,95694775,3921917,SH
15135B101,CENTENE CORP DEL,COM,,19550777,475110,SH
15135B101,CENTENE CORP DEL,COM,,89061357,2164310,SH
N20944109,CNH INDL N V,SHS,,43705935,4740340,SH
N20944109,CNH INDL N V,SHS,,9470784,1027200,SH
218937100,CORE NATURAL RESOURCES INC,COM SHS,,153151331,1730328,SH
218937100,CORE NATURAL RESOURCES INC,COM SHS,,32762154,370152,SH
22407B108,COYA THERAPEUTICS INC,COMMON STOCK,,9524580,1642169,SH
22407B108,COYA THERAPEUTICS INC,COMMON STOCK,,2225872,383771,SH
243537107,DECKERS OUTDOOR CORP,COM,,5325528,51370,SH
243537107,DECKERS OUTDOOR CORP,COM,,25648787,247408,SH
Y2065G121,DHT HOLDINGS INC,SHS NEW,,74006446,6061134,SH
Y2065G121,DHT HOLDINGS INC,SHS NEW,,15940521,1305530,SH
343412102,FLUOR CORP NEW,COM,,37679808,950790,SH
343412102,FLUOR CORP NEW,COM,,175829988,4436790,SH
343412102,FLUOR CORP NEW,COM,,6670522,168320,SH
36269B105,GAIN THERAPEUTICS INC,COM,,1584659,492130,SH
36269B105,GAIN THERAPEUTICS INC,COM,,238280,74000,SH
36315X101,GALAPAGOS NV,SPON ADR,,3488534,106683,SH
36315X101,GALAPAGOS NV,SPON ADR,,12297260,376063,SH
37940X102,GLOBAL PMTS INC,COM,,5973732,77180,SH
37940X102,GLOBAL PMTS INC,COM,,29067570,375550,SH
38268T103,GOPRO INC,CL A,,472167,334870,SH
38268T103,GOPRO INC,CL A,,1916176,1358990,SH
388689101,GRAPHIC PACKAGING HLDG CO,COM,,22897224,1520400,SH
388689101,GRAPHIC PACKAGING HLDG CO,COM,,103834333,6894710,SH
392709101,GREEN BRICK PARTNERS INC,COM,,51686730,824876,SH
392709101,GREEN BRICK PARTNERS INC,COM,,541539489,8642507,SH
806407102,HENRY SCHEIN INC,COM,,29208647,386460,SH
806407102,HENRY SCHEIN INC,COM,,6257268,82790,SH
485859110,KATAPULT HOLDINGS INC,*W EXP 06/09/202,,128,35600,SH
485859110,KATAPULT HOLDINGS INC,*W EXP 06/09/202,,816,226627,SH
500767306,KRANESHARES TRUST,CSI CHI INTERNET,,3716217,109140,SH
500767306,KRANESHARES TRUST,CSI CHI INTERNET,,761699,22370,SH
50155Q100,KYNDRYL HLDGS INC,COMMON STOCK,,18010708,678114,SH
50155Q100,KYNDRYL HLDGS INC,COMMON STOCK,,83351628,3138239,SH
G61188101,LIBERTY GLOBAL LTD,COM CL A,,9845086,883760,SH
