cusip,issuer,class,put_call,value_usd,shares,sh_type
023135106,AMAZON COM INC,COM,,873172,3980,SH
12769G100,CAESARS ENTERTAINMENT INC NE,COM,,16871886,504844,SH
20030N101,COMCAST CORP NEW,CL A,,33777000,900000,SH
267475101,DYCOM INDS INC,COM,,635926818,3653492,SH
26884L109,EQT CORP,COM,,18444000,400000,SH
65290E101,NEXTRACKER INC,CLASS A COM,,13881400,380000,SH
651229106,NEWELL BRANDS INC,COM,,9960000,1000000,SH
65339F101,NEXTERA ENERGY INC,COM,,464910,6485,SH
74762E102,QUANTA SCVS INC,COM,,1643006468,5198565,SH
82489W107,SHOALS TECHNOLOGIES GROUP IN,CL A,,20461000,3700000,SH
90353T100,UBER TECHNOLOGIES INC,COM,,36192000,600000,SH
92840M102,VISTRA CORP,COM,,30331400,220000,SH
