cusip,issuer,class,put_call,value_usd,shares,sh_type
254687106,DISNEY WALT CO,COM,,609008222,6133631,SH
30212P303,EXPEDIA GROUP INC,COM NEW,,430201422,3414568,SH
337738108,FISERV INC,COM,,164504241,1103759,SH
G3643J108,FLUTTER ENTMT PLC,SHS,,46755943,323235,SH
45765U103,INSIGHT ENTERPRISES INC,COM,,805686548,4061739,SH
48251W104,KKR & CO INC,COM,,127046570,1207208,SH
650111107,NEW YORK TIMES CO,CL A,,68846314,1344392,SH
771049103,ROBLOX CORP,CL A,,85583000,2300000,SH
79466L302,SALESFORCE INC,COM,,1006368844,3914309,SH
L8681T102,SPOTIFY TECHNOLOGY S A,SHS,,212295566,676553,SH
