cusip,issuer,class,put_call,value_usd,shares,sh_type
G11448100,BITDEER TECHNOLOGIES GROUP,CL A ORD SHS,,152907450,9635000,SH
116794108,BRUKER CORP,COM,,175424700,2915000,SH
146869102,CARVANA CO,CL A,,294544500,4475000,SH
15118V207,CELSIUS HLDGS INC,COM NEW,,266155200,9090000,SH
253393102,DICKS SPORTING GOODS INC,COM,,337946900,1490000,SH
36165L108,GDS HLDGS LTD,SPONSORED ADS,,260810550,8685000,SH
375916103,GILDAN ACTIVEWEAR INC,COM,,187824000,3640000,SH
G9456A100,GOLAR LNG LTD,SHS,,180420800,3620000,SH
46137V357,INVESCO EXCHANGE TRADED FD T,S&P500 EQL WGT,,56384050,265000,SH
55306N104,MKS INC.,COM,,361488960,812700,SH
71377A103,PERFORMANCE FOOD GROUP CO,COM,,374496500,3350000,SH
741623102,PRIMO BRANDS CORPORATION,CLASS A COM SHS,,434909800,17795000,SH
767292105,RIOT PLATFORMS INC,COM,,78443700,2865000,SH
G7997R103,SEAGATE TECHNOLOGY HLDNGS PL,ORD SHS,,455480000,472000,SH
83001C108,SIX FLAGS ENTERTAINMENT CORP,COM,,107139000,5030000,SH
83601L102,SOTERA HEALTH CO,COM,,276190000,15560000,SH
861012102,STMICROELECTRONICS N V,NY REGISTRY,,164758000,2200000,SH
87422Q109,TALEN ENERGY CORP,COM,,526436200,1370000,SH
90138F102,TWILIO INC,CL A,,127924600,620000,SH
