cusip,issuer,class,put_call,value_usd,shares,sh_type
02079K305,ALPHABET INC,CAP STK CL A,,2421410,14600,SH
023135106,AMAZON COM INC,COM,,9186069,49300,SH
N07059210,ASML HOLDING N V,N Y REGISTRY SHS,,2499750,3000,SH
10576N102,BRAZE INC,COM CL A,,2409330,74500,SH
22266T109,COUPANG INC,CL A,,6702150,273000,SH
25809K105,DOORDASH INC,CL A,,4327574,30320,SH
35969L108,FULL TRUCK ALLIANCE CO LTD,SPONSORED ADS,,2883200,320000,SH
37637K108,GITLAB INC,CLASS A COM,,3432564,66600,SH
48553T106,KANZHUN LIMITED,SPONSORED ADS,,1060696,61100,SH
512807108,LAM RESEARCH CORP,COM,,2509446,3075,SH
30303M102,META PLATFORMS INC,CL A,,6039242,10550,SH
G6683N103,NU HLDGS LTD,ORD SHS CL A,,12148500,890000,SH
722304102,PDD HOLDINGS INC,SPONSORED ADS,,5298033,39300,SH
781154109,RUBRIK INC.,CL A,,7616657,236910,SH
833445109,SNOWFLAKE INC,CL A,,10050250,87500,SH
90353T100,UBER TECHNOLOGIES INC,COM,,10372080,138000,SH
98980G102,ZSCALER INC,COM,,991452,5800,SH
