cusip,issuer,class,put_call,value_usd,shares,sh_type
N00985106,AERCAP HOLDINGS NV,SHS,,58933897,404266,SH
02913V103,AMERICAN PUB ED INC,COM,,537000,10000,SH
05501U601,AZUL S A,SPONSORED ADS,,7344749,816991,SH
12769G100,CAESARS ENTERTAINMENT INC NE,COM,,12675600,420000,SH
124830878,CBL & ASSOC PPTYS INC,COMMON STOCK,,6244074,117613,SH
15135B101,CENTENE CORP DEL,COM,,13383615,208500,SH
278768AB2,ECHOSTAR CORP,NOTE 3.875%11/3,,5895390,1915906,PRN
278768106,ECHOSTAR CORP,CL A,,128913019,1270079,SH
28238P109,EHEALTH INC,COM,,696419,467395,SH
036752103,ELEVANCE HEALTH INC FORMERLY,COM,,32794704,84800,SH
34964C106,FORTUNE BRANDS INNOVATIONS I,COM,,18226800,332000,SH
37890B100,GLOBAL BUSINESS TRAVEL GROUP,COM CL A,,103277248,10998642,SH
40054J109,GRUPO AEROMEXICO SAB DE CV,SPONSORED ADS,,10504440,583580,SH
48242W106,KBR INC,COM,,19854750,575000,SH
57638P104,MASTERBRAND INC,COMMON STOCK,,101067310,9821896,SH
588056101,MERCER INTL INC,COM,,3067768,4648133,SH
60855R100,MOLINA HEALTHCARE INC,COM,,45740000,200000,SH
G66721104,NORWEGIAN CRUISE LINE HLDGS,SHS,,5488600,260000,SH
67623C307,OFFICE PPTYS INCOME TR,COM OF BENEFICIA,,73567857,4327521,SH
02156K103,OPTIMUM COMMUNICATIONS INC,CL A,,7524442,5189270,SH
78574H104,SABLE OFFSHORE CORP,COM SHS,,9240000,3000000,SH
86389T106,STUDIO CITY INTL HLDGS LTD,SPON ADS,,5927503,3239073,SH
879433829,TELEPHONE & DATA SYS INC,COM NEW,,47198187,1275282,SH
91324P102,UNITEDHEALTH GROUP INC,COM,,11429825,27500,SH
92552V100,VIASAT INC,COM,,197908908,2203640,SH
