cusip,issuer,class,put_call,value_usd,shares,sh_type
02079K305,ALPHABET INC,CAP STK CL A,,14262345,78300,SH
023135106,AMAZON COM INC,COM,,9836425,50900,SH
N07059210,ASML HOLDING N V,N Y REGISTRY SHS,,5471606,5350,SH
22266T109,COUPANG INC,CL A,,7919100,378000,SH
25809K105,DOORDASH INC,CL A,,5623926,51700,SH
35969L108,FULL TRUCK ALLIANCE CO LTD,SPONSORED ADS,,3475692,432300,SH
37637K108,GITLAB INC,CLASS A COM,,1978856,39800,SH
512807108,LAM RESEARCH CORP,COM,,521777,490,SH
58733R102,MERCADOLIBRE INC,COM,,1889910,1150,SH
30303M102,META PLATFORMS INC,CL A,,5319521,10550,SH
60937P106,MONGODB INC,CL A,,524916,2100,SH
G6683N103,NU HLDGS LTD,ORD SHS CL A,,13921200,1080000,SH
67066G104,NVIDIA CORPORATION,COM,,432390,3500,SH
781154109,RUBRIK INC.,CL A,,4936260,161000,SH
79589L106,SAMSARA INC,COM CL A,,547625,16250,SH
833445109,SNOWFLAKE INC,CL A,,10266840,76000,SH
874039100,TAIWAN SEMICONDUCTOR MFG LTD,SPONSORED ADS,,521430,3000,SH
90353T100,UBER TECHNOLOGIES INC,COM,,7158980,98500,SH
94419L101,WAYFAIR INC,CL A,,5062080,96000,SH
